aX,aY,aZ,gX,gY,gZ
1.918,-0.121,0.041,-14.282,-70.740,-271.973
2.508,0.119,0.260,3.357,-35.156,-256.104
2.934,0.395,0.407,13.123,12.817,-231.323
2.875,0.711,0.422,11.536,62.134,-192.810
2.794,0.843,0.400,-3.662,95.093,-150.940
2.582,0.821,0.253,-31.555,104.675,-112.854
2.263,0.828,0.031,-59.937,93.323,-71.167
1.989,0.798,-0.186,-74.646,72.510,-33.264
1.706,0.754,-0.324,-70.251,48.645,-1.831
1.450,0.747,-0.447,-52.490,21.301,20.569
1.198,0.740,-0.442,-24.780,0.183,36.804
0.964,0.698,-0.399,0.122,-15.869,49.194
0.728,0.614,-0.313,19.958,-25.757,59.387
0.489,0.532,-0.201,35.095,-31.128,65.308
0.245,0.467,-0.089,44.678,-30.701,68.848
0.028,0.397,-0.007,50.171,-27.344,71.655
-0.115,0.329,0.057,54.443,-22.888,71.899
-0.197,0.289,0.157,59.875,-17.700,68.542
-0.245,0.288,0.306,64.087,-11.963,63.293
-0.269,0.305,0.463,64.697,-7.141,58.350
-0.271,0.313,0.611,60.913,-3.601,54.626
-0.293,0.333,0.735,51.941,-0.061,52.124
-0.305,0.354,0.804,38.269,4.578,49.744
-0.287,0.379,0.816,22.888,11.230,46.692
-0.245,0.414,0.791,8.545,17.700,43.335
-0.168,0.448,0.745,-1.526,22.400,39.612
-0.069,0.502,0.694,-5.005,24.780,36.804
0.002,0.581,0.690,-2.014,25.024,36.499
0.031,0.656,0.741,5.798,23.987,38.513
0.037,0.691,0.832,15.442,22.400,41.443
-0.017,0.707,0.915,21.362,19.897,45.776
-0.065,0.728,0.967,20.264,17.639,51.636
-0.105,0.735,1.000,13.550,16.052,57.739
-0.145,0.725,1.000,2.747,14.099,62.561
-0.176,0.699,0.966,-10.803,12.695,64.880
-0.179,0.685,0.898,-25.818,14.038,64.087
-0.215,0.727,0.811,-40.283,17.944,62.134
-0.286,0.770,0.746,-49.561,24.963,61.646
-0.330,0.746,0.720,-54.138,31.494,63.049
-0.354,0.729,0.709,-57.129,31.982,65.613
-0.372,0.698,0.693,-59.570,26.978,67.200
-0.412,0.647,0.667,-63.660,21.606,67.383
-0.462,0.603,0.630,-71.472,18.188,68.665
-0.490,0.590,0.523,-82.947,17.944,69.275
-0.499,0.642,0.373,-93.018,21.301,66.223
-0.463,0.786,0.254,-99.121,24.963,60.791
-0.424,0.947,0.128,-98.999,29.419,56.274
-0.412,0.995,0.119,-88.013,33.752,57.739
-0.424,0.931,0.220,-72.266,36.804,68.115
-0.454,0.871,0.340,-59.143,37.109,84.045
-0.506,0.803,0.381,-53.345,34.790,97.412
-0.531,0.773,0.484,-57.983,30.945,105.286
-0.522,0.732,0.504,-68.848,34.363,105.591
-0.544,0.697,0.407,-84.290,47.485,101.196
-0.552,0.744,0.263,-98.450,64.148,96.375
-0.622,0.835,0.128,-105.164,79.712,94.666
-0.720,0.824,0.059,-99.426,93.201,99.854
-0.875,0.704,0.125,-83.130,100.769,109.253
-1.028,0.569,0.243,-62.683,101.440,119.385
-1.132,0.467,0.362,-46.265,99.365,125.122
-1.157,0.442,0.435,-38.452,97.168,126.038
-1.139,0.483,0.448,-38.818,94.543,123.535
-1.036,0.514,0.427,-47.607,91.736,117.920
-0.922,0.534,0.416,-62.073,90.149,111.572
-0.917,0.524,0.439,-74.890,92.712,108.276
-1.069,0.421,0.449,-78.369,96.313,110.107
-1.249,0.255,0.502,-68.787,96.985,114.502
-1.433,0.133,0.643,-50.293,91.675,115.356
-1.469,0.094,0.770,-30.212,84.290,109.985
-1.445,0.132,0.900,-16.479,79.102,99.426
-1.342,0.161,0.955,-11.353,74.585,87.524
-0.205,0.567,2.145,146.545,92.041,-81.238
-0.193,0.587,2.231,122.986,80.750,-76.538
-0.180,0.668,2.214,103.699,68.420,-73.914
-0.177,0.811,2.201,94.910,57.251,-72.815
-0.196,0.955,2.213,92.285,48.706,-71.106
-0.251,1.032,2.183,86.914,44.250,-67.627
-0.333,1.108,2.142,76.111,43.274,-60.120
-0.407,1.108,2.077,61.584,43.823,-52.551
-0.466,1.073,2.003,46.997,44.373,-48.096
-0.489,1.049,1.920,33.691,44.434,-45.288
-0.493,1.033,1.859,24.048,43.701,-42.175
-0.497,1.004,1.808,16.602,39.429,-37.109
-0.506,0.962,1.745,9.705,31.921,-30.334
-0.518,0.917,1.654,2.441,22.888,-23.437
-0.517,0.878,1.562,-3.479,14.038,-17.639
-0.525,0.844,1.494,-7.385,6.836,-11.719
-0.524,0.804,1.440,-11.719,2.075,-5.432
-0.531,0.741,1.411,-16.785,-0.671,1.282
-0.585,0.658,1.414,-20.752,-2.197,8.667
-0.638,0.576,1.407,-26.001,-3.235,15.198
-0.695,0.498,1.397,-32.166,-5.066,20.081
-0.776,0.422,1.385,-37.842,-7.202,23.743
-0.846,0.343,1.386,-42.542,-9.888,26.001
-0.901,0.273,1.375,-46.265,-14.648,26.062
-0.973,0.210,1.371,-47.058,-20.874,24.963
-1.067,0.155,1.379,-45.471,-26.306,23.743
-1.173,0.129,1.416,-41.992,-30.762,22.339
-1.329,0.108,1.506,-38.696,-33.447,21.667
-1.538,0.039,1.648,-36.194,-32.471,21.667
-1.764,-0.077,1.804,-35.583,-27.100,19.409
-1.954,-0.228,1.960,-37.598,-18.555,11.230
-2.088,-0.362,2.092,-45.105,-9.705,-6.042
-2.125,-0.467,2.181,-61.096,-1.526,-32.227
-2.085,-0.495,2.190,-86.975,5.249,-63.293
-2.073,-0.517,2.143,-119.019,11.047,-93.689
-1.975,-0.534,2.108,-146.790,18.066,-119.751
-1.712,-0.496,2.141,-156.616,9.399,-142.395
-1.496,-0.433,2.067,-151.428,-36.194,-158.142
-1.360,-0.390,1.936,-135.925,-102.966,-161.194
-1.203,-0.409,1.733,-115.601,-174.011,-156.921
-0.999,-0.485,1.430,-104.126,-239.380,-153.625
-0.809,-0.530,1.087,-101.685,-287.598,-156.311
-0.561,-0.583,0.711,-104.187,-313.293,-166.260
-0.300,-0.595,0.350,-110.657,-315.247,-182.739
-0.044,-0.585,0.004,-118.103,-294.312,-201.416
0.179,-0.531,-0.327,-123.535,-253.723,-218.750
0.409,-0.472,-0.577,-120.728,-200.439,-234.619
0.678,-0.371,-0.791,-106.995,-142.151,-246.216
1.132,-0.246,-0.884,-76.721,-89.661,-252.380
1.717,0.012,-0.790,-28.442,-44.800,-251.892
2.193,0.455,-0.522,30.212,-9.644,-241.150
2.693,0.761,-0.042,82.825,13.611,-224.060
2.815,0.975,0.402,110.474,34.058,-186.157
2.637,1.015,0.720,107.056,52.124,-130.005
2.344,0.942,0.793,78.918,67.261,-72.205
2.017,0.788,0.674,40.466,74.524,-26.428
1.710,0.666,0.494,4.883,73.853,-1.770
1.512,0.664,0.352,-17.639,63.538,2.197
1.412,0.738,0.248,-26.428,45.593,-3.357
1.342,0.825,0.180,-24.963,22.766,-1.404
1.263,0.845,0.148,-16.357,-1.404,11.414
1.129,0.815,0.118,-4.211,-19.226,31.433
0.939,0.753,0.132,9.460,-28.320,51.147
0.754,0.679,0.168,20.386,-29.236,65.979
0.615,0.611,0.224,25.940,-24.048,74.219
0.530,0.569,0.315,27.771,-15.198,76.477
0.470,0.570,0.440,27.710,-5.066,74.890
0.400,0.585,0.592,26.611,4.272,72.754
0.345,0.598,0.750,22.888,11.841,71.411
0.305,0.604,0.868,15.442,16.235,70.923
0.259,0.613,0.915,3.906,18.555,70.801
0.227,0.621,0.905,-9.766,19.043,70.740
0.219,0.645,0.862,-22.461,19.043,71.106
0.210,0.659,0.806,-32.166,19.348,73.059
0.210,0.677,0.745,-40.039,21.545,76.416
0.174,0.725,0.697,-45.288,25.269,81.299
0.113,0.778,0.686,-47.058,29.541,86.975
0.026,0.797,0.717,-45.654,33.081,92.834
-0.059,0.805,0.742,-43.762,32.776,99.365
-0.123,0.793,0.751,-42.358,28.931,104.675
-0.176,0.776,0.744,-42.786,22.644,108.337
-0.227,0.760,0.732,-45.410,18.921,110.901
-0.286,0.780,0.685,-51.697,18.616,112.732
-0.355,0.801,0.643,-60.303,22.827,114.502
-0.349,0.766,0.613,-68.542,31.128,116.333
-0.336,0.755,0.601,-73.730,39.185,118.958
-0.390,0.777,0.636,-74.036,44.312,121.216
-0.486,0.767,0.705,-70.374,46.265,124.573
-0.546,0.723,0.729,-70.129,41.992,128.601
-0.597,0.636,0.704,-73.425,32.349,130.066
-0.641,0.558,0.616,-80.688,23.132,129.700
-0.641,0.489,0.498,-92.712,16.663,128.601
-0.620,0.471,0.355,-105.103,15.625,125.549
-0.633,0.479,0.219,-117.310,19.409,120.544
-0.694,0.509,0.082,-123.840,28.198,116.516
-0.759,0.497,-0.012,-119.141,40.588,115.112
-0.838,0.457,-0.008,-104.187,53.589,117.065
-0.930,0.413,0.064,-81.360,62.439,120.544
-0.982,0.365,0.169,-57.495,65.613,121.704
-1.010,0.327,0.286,-40.527,65.308,119.141
-0.968,0.345,0.347,-33.936,63.782,113.281
-0.908,0.342,0.371,-38.879,64.514,105.042
-0.817,0.381,0.373,-47.119,66.650,101.440
-0.825,0.393,0.384,-56.702,72.876,99.426
-0.979,0.306,0.449,-58.716,82.703,99.060
-1.156,0.178,0.529,-51.392,88.867,101.746
-1.320,0.122,0.643,-39.551,87.219,101.196
-1.371,0.090,0.762,-25.513,83.801,92.529
-1.359,0.097,0.842,-15.015,77.332,80.261
-1.272,0.159,0.863,-13.916,69.336,68.237
-1.181,0.231,0.837,-20.264,61.523,56.641
-1.081,0.271,0.754,-30.945,54.260,46.814
-0.978,0.297,0.657,-40.588,47.180,41.016
-0.954,0.327,0.594,-45.227,39.429,39.856
-0.982,0.308,0.549,-41.687,33.447,41.748
-1.021,0.264,0.557,-29.907,28.992,43.945
-1.058,0.246,0.627,-14.343,24.902,43.640
-1.069,0.267,0.724,0.366,22.339,40.161
-1.054,0.309,0.820,10.681,22.156,34.058
-0.007,0.686,1.972,136.536,91.919,-98.267
0.005,0.770,2.070,123.413,65.369,-87.524
-0.022,0.892,2.211,117.432,38.452,-75.317
-0.117,0.996,2.357,115.295,17.578,-64.758
-0.214,1.048,2.432,108.459,3.174,-55.603
-0.314,1.096,2.370,92.163,-1.831,-48.096
-0.382,1.089,2.244,70.313,3.723,-44.861
-0.416,1.069,2.068,44.067,9.827,-44.128
-0.449,1.053,1.895,19.470,13.367,-44.800
-0.448,1.008,1.720,1.953,17.700,-45.776
-0.456,0.976,1.551,-8.911,20.813,-45.349
-0.440,0.942,1.410,-14.587,21.973,-42.969
-0.428,0.913,1.309,-16.724,19.714,-37.354
-0.420,0.884,1.234,-15.564,15.076,-28.931
-0.414,0.855,1.188,-12.451,11.047,-20.203
-0.400,0.835,1.176,-8.484,8.057,-12.329
-0.384,0.816,1.174,-5.493,6.348,-5.615
-0.360,0.785,1.172,-4.761,5.859,0.732
-0.366,0.746,1.180,-5.554,6.287,7.629
-0.395,0.702,1.185,-7.629,6.409,14.954
-0.422,0.637,1.181,-11.414,6.226,21.484
-0.440,0.565,1.170,-16.418,5.005,27.588
-0.475,0.497,1.158,-20.874,3.235,33.752
-0.522,0.420,1.156,-23.315,3.296,39.307
-0.587,0.348,1.173,-23.743,4.700,44.006
-0.656,0.275,1.205,-22.827,6.714,48.096
-0.721,0.201,1.248,-21.912,7.690,50.903
-0.822,0.128,1.293,-20.691,7.690,52.429
-0.936,0.031,1.347,-18.738,7.202,52.795
-1.079,-0.084,1.406,-16.113,6.348,50.842
-1.270,-0.197,1.466,-12.695,6.714,44.067
-1.502,-0.305,1.554,-10.925,11.536,31.555
-1.758,-0.416,1.678,-15.320,20.447,13.062
-2.002,-0.485,1.815,-25.818,28.992,-11.353
-2.131,-0.534,1.943,-34.912,31.982,-37.476
-2.126,-0.604,1.918,-49.011,18.433,-65.674
-2.072,-0.515,1.853,-61.768,-8.667,-91.675
-2.073,-0.451,1.625,-64.880,-41.870,-108.154
-1.967,-0.507,1.534,-61.584,-66.956,-116.821
-1.936,-0.512,1.385,-56.702,-92.102,-123.291
-1.871,-0.527,1.293,-52.856,-115.662,-134.216
-1.821,-0.547,1.202,-50.110,-128.540,-151.733
-1.788,-0.593,1.121,-54.199,-129.395,-171.448
-1.764,-0.714,1.016,-64.270,-119.507,-191.956
-1.666,-0.826,0.846,-78.064,-108.093,-213.623
-1.479,-0.949,0.623,-84.595,-107.849,-235.596
-1.198,-1.001,0.336,-78.979,-122.070,-256.104
-0.842,-0.988,0.074,-58.960,-144.409,-272.705
-0.473,-0.936,-0.104,-27.649,-162.903,-284.241
-0.035,-0.880,-0.161,7.324,-171.875,-292.480
0.512,-0.833,-0.136,37.720,-168.518,-301.453
1.088,-0.734,-0.054,59.082,-147.644,-312.683
2.048,-0.506,0.104,76.721,-108.337,-326.172
3.155,-0.072,0.483,105.835,-65.002,-332.642
3.653,0.405,1.020,137.329,-27.222,-310.852
3.616,0.798,1.504,144.897,14.893,-253.601
3.413,0.891,1.702,114.258,58.411,-186.035
3.118,0.867,1.575,51.941,80.078,-135.742
2.741,0.943,1.146,-23.437,67.627,-106.323
2.438,0.993,0.625,-83.862,43.213,-84.839
2.054,0.980,0.199,-111.938,26.672,-54.504
1.684,0.941,-0.070,-110.962,12.939,-18.860
1.350,0.865,-0.150,-89.661,-3.174,10.925
1.005,0.793,-0.027,-56.213,-18.738,32.776
0.688,0.729,0.167,-26.672,-27.649,48.096
0.432,0.655,0.327,-10.498,-25.269,58.838
0.271,0.597,0.446,-5.920,-18.066,62.561
0.219,0.602,0.550,-6.531,-11.230,58.533
0.217,0.657,0.682,-7.263,-3.967,52.063
0.245,0.695,0.848,-6.897,4.395,49.072
0.276,0.721,0.994,-8.606,9.521,50.415
0.287,0.760,1.088,-11.108,7.385,53.162
0.271,0.793,1.129,-14.893,0.244,56.702
0.262,0.809,1.117,-22.034,-6.348,60.974
0.295,0.819,1.082,-30.884,-9.827,65.979
0.291,0.823,1.068,-38.574,-10.315,71.289
0.267,0.803,1.065,-45.654,-6.897,76.172
0.260,0.773,1.048,-54.504,-1.526,80.994
0.246,0.766,1.032,-63.965,1.770,86.304
0.197,0.773,1.012,-71.960,1.282,92.590
0.140,0.790,0.952,-77.942,-3.113,99.548
0.088,0.796,0.864,-81.299,-9.888,107.117
0.013,0.782,0.796,-83.252,-15.259,115.356
-0.083,0.751,0.728,-84.961,-16.479,123.474
-0.179,0.692,0.651,-88.501,-13.184,129.028
-0.242,0.633,0.580,-93.262,-6.287,129.700
-0.283,0.604,0.531,-97.229,2.930,126.770
-0.307,0.603,0.489,-99.731,13.184,122.498
-0.314,0.604,0.455,-100.037,23.010,119.934
-0.338,0.615,0.433,-98.938,28.992,120.789
-0.378,0.611,0.434,-97.107,31.616,124.329
-0.389,0.597,0.427,-95.459,31.494,129.639
-0.403,0.595,0.405,-95.459,29.236,136.292
-0.460,0.598,0.375,-96.619,27.771,141.663
-0.510,0.575,0.322,-97.534,29.968,144.287
-0.531,0.531,0.260,-99.182,33.691,144.897
-0.559,0.496,0.209,-100.464,37.170,144.958
-0.605,0.456,0.201,-98.694,41.687,144.531
-0.665,0.416,0.216,-93.323,47.180,141.968
-0.718,0.397,0.275,-85.876,54.688,138.062
-0.777,0.352,0.393,-77.271,63.721,133.972
-0.870,0.323,0.506,-73.364,72.754,130.554
-0.903,0.306,0.582,-77.759,80.811,125.671
-0.920,0.311,0.585,-88.989,84.106,119.324
-0.907,0.323,0.507,-102.173,80.750,112.976
-0.872,0.326,0.383,-113.159,71.472,108.337
-0.853,0.298,0.240,-118.835,58.472,107.178
-0.863,0.199,0.118,-114.807,44.617,109.680
-0.958,0.226,0.048,-96.619,34.241,115.051
-1.037,0.248,0.090,-65.918,27.710,113.098
-1.085,0.235,0.195,-35.095,24.475,105.042
-1.074,0.262,0.321,-15.808,25.024,96.802
-1.038,0.311,0.447,-7.996,27.832,88.806
-0.979,0.336,0.559,-10.315,33.386,81.055
-0.931,0.354,0.599,-24.719,40.100,74.097
-0.926,0.351,0.557,-45.837,45.654,69.824
-0.943,0.327,0.499,-60.181,48.279,69.580
-1.006,0.285,0.460,-61.462,47.302,68.420
-1.073,0.231,0.448,-52.185,42.603,64.941
-0.235,0.655,2.124,147.095,74.768,-70.740
-0.226,0.776,2.260,135.010,68.115,-66.162
-0.222,0.858,2.323,115.967,59.814,-60.059
-0.262,0.905,2.327,94.116,49.316,-53.711
-0.308,0.925,2.276,73.303,39.856,-48.645
-0.361,0.944,2.155,54.993,31.372,-46.814
-0.421,0.957,2.000,39.001,23.804,-46.753
-0.456,1.006,1.851,27.222,17.334,-46.509
-0.475,1.061,1.733,19.470,13.428,-45.410
-0.489,1.086,1.642,13.367,12.451,-42.419
-0.504,1.078,1.573,7.263,13.733,-37.109
-0.521,1.049,1.521,0.916,15.198,-31.494
-0.530,1.004,1.474,-5.615,15.930,-26.062
-0.531,0.963,1.410,-11.841,15.137,-20.691
-0.532,0.910,1.343,-17.517,13.123,-15.198
-0.542,0.854,1.278,-21.790,10.315,-9.521
-0.546,0.811,1.219,-24.109,6.653,-4.272
-0.554,0.773,1.171,-24.719,1.648,1.648
-0.570,0.718,1.142,-24.414,-4.272,9.155
-0.594,0.654,1.125,-24.170,-11.475,17.395
-0.631,0.565,1.104,-24.292,-18.066,24.841
-0.680,0.476,1.081,-24.048,-22.827,30.823
-0.733,0.403,1.063,-22.583,-26.367,35.400
-0.793,0.349,1.073,-20.081,-28.381,38.574
-0.882,0.301,1.112,-18.188,-29.053,41.443
-1.010,0.236,1.182,-17.761,-28.198,44.495
-1.182,0.161,1.266,-19.714,-25.940,46.753
-1.390,0.058,1.353,-24.353,-20.691,46.448
-1.587,-0.051,1.421,-31.433,-12.390,41.016
-1.757,-0.132,1.506,-39.673,-2.808,28.870
-1.914,-0.179,1.605,-47.668,7.141,12.878
-2.076,-0.209,1.744,-53.589,14.587,-2.869
-2.251,-0.258,1.940,-55.786,15.503,-17.151
-2.404,-0.289,2.104,-54.077,6.775,-32.410
-2.369,-0.379,2.314,-52.246,-7.629,-49.805
-2.285,-0.381,2.380,-59.021,-37.537,-72.937
-2.148,-0.389,2.300,-73.486,-74.890,-99.121
-1.921,-0.386,2.165,-92.224,-102.478,-124.634
-1.677,-0.367,1.980,-112.488,-121.277,-147.705
-1.501,-0.372,1.781,-128.479,-133.789,-167.053
-1.355,-0.399,1.610,-138.123,-140.564,-181.396
-1.148,-0.442,1.488,-142.822,-144.714,-195.679
-0.916,-0.475,1.336,-148.254,-147.156,-211.609
-0.646,-0.490,1.133,-160.583,-148.132,-226.318
-0.336,-0.461,0.862,-175.903,-151.978,-237.366
-0.045,-0.450,0.490,-182.556,-164.429,-242.615
0.218,-0.431,0.071,-176.331,-179.687,-241.150
0.438,-0.418,-0.343,-157.166,-187.683,-237.305
0.643,-0.401,-0.668,-127.258,-180.664,-234.070
0.828,-0.352,-0.825,-89.172,-158.875,-230.469
1.045,-0.261,-0.752,-50.110,-126.892,-227.966
1.309,-0.140,-0.447,-18.005,-88.440,-226.074
1.537,0.023,-0.137,0.977,-51.819,-219.910
1.774,0.207,0.105,5.432,-23.376,-206.421
1.954,0.369,0.247,-1.526,-8.972,-187.195
2.016,0.495,0.271,-14.709,-6.409,-161.804
1.966,0.585,0.176,-29.724,-5.859,-133.057
1.972,0.582,0.074,-40.771,0.427,-105.652
1.860,0.637,-0.110,-47.180,13.306,-77.087
1.746,0.670,-0.192,-46.204,21.973,-55.664
1.664,0.706,-0.203,-40.039,25.452,-42.358
1.601,0.769,-0.181,-34.180,24.353,-26.733
1.526,0.786,-0.171,-26.306,18.066,-7.874
1.355,0.773,-0.149,-15.015,9.583,12.878
1.115,0.741,-0.105,-2.869,1.770,32.959
0.901,0.684,-0.059,8.057,-4.761,48.889
0.741,0.636,-0.006,18.677,-10.681,59.998
0.637,0.608,0.084,29.541,-15.564,65.735
0.626,0.604,0.217,38.208,-15.930,68.787
0.633,0.630,0.364,39.856,-11.719,70.679
0.613,0.676,0.499,34.973,-3.723,73.181
0.592,0.712,0.601,26.428,7.385,76.538
0.540,0.736,0.638,16.174,16.235,81.604
0.471,0.751,0.651,7.385,20.081,87.952
0.369,0.768,0.653,2.747,20.020,94.727
0.253,0.775,0.636,-1.526,18.860,101.685
0.152,0.757,0.583,-7.141,18.127,107.422
0.104,0.734,0.520,-12.268,17.578,111.267
0.093,0.741,0.472,-14.648,17.395,112.244
0.080,0.793,0.461,-13.977,19.775,111.389
0.021,0.859,0.494,-11.780,26.550,112.183
-0.004,0.877,0.537,-10.925,35.522,116.211
-0.056,0.910,0.593,-10.925,42.725,122.070
-0.185,0.923,0.683,-13.977,48.462,131.409
-0.303,0.877,0.739,-24.353,55.176,142.273
-0.370,0.786,0.744,-40.100,60.852,149.414
-0.429,0.715,0.708,-54.688,60.547,150.696
-0.464,0.679,0.650,-66.223,55.969,147.156
-0.502,0.665,0.527,-77.820,53.162,140.015
-0.535,0.734,0.333,-90.210,55.359,132.263
-0.553,0.816,0.144,-97.046,62.256,126.343
-0.555,0.830,0.059,-91.187,73.669,122.681
-0.600,0.801,0.085,-76.477,83.496,121.826
-0.645,0.763,0.257,-59.021,89.844,124.634
-0.682,0.702,0.411,-47.302,95.886,129.822
-0.766,0.632,0.527,-47.729,95.703,134.705
-0.792,0.587,0.508,-64.087,89.172,135.742
-0.734,0.548,0.382,-89.722,82.947,130.310
-0.713,0.511,0.198,-113.708,81.848,122.375
-0.840,0.444,0.014,-124.268,88.196,120.544
-1.034,0.316,-0.051,-110.168,99.670,126.343
-1.203,0.245,0.045,-78.430,108.704,131.897
-1.344,0.232,0.259,-45.410,109.009,129.822
-1.415,0.199,0.490,-20.752,105.957,121.338
-1.399,0.183,0.699,-10.803,103.088,111.694
-1.357,0.189,0.839,-20.386,102.051,102.478
-1.274,0.219,0.768,-49.194,104.797,93.262
-1.171,0.229,0.569,-83.862,109.741,82.520
-1.092,0.233,0.365,-108.521,114.502,72.083
-1.155,0.201,0.237,-111.328,114.136,67.200
-1.340,0.117,0.224,-81.970,103.943,71.655
-1.517,0.045,0.384,-30.212,85.022,79.834
-1.635,0.063,0.655,23.621,63.171,81.299
-1.635,0.114,0.937,59.631,44.373,73.486
-1.559,0.120,1.180,68.237,32.898,60.181
-1.477,0.131,1.280,50.476,26.855,46.509
-1.387,0.165,1.242,19.714,23.560,33.325
-1.253,0.227,1.097,-9.399,20.142,18.982
-1.088,0.308,0.911,-29.541,15.625,5.737
-0.111,0.834,1.850,133.179,80.383,-94.543
-0.124,1.005,1.852,124.146,66.101,-85.388
-0.179,1.084,1.896,119.080,48.340,-69.763
-0.285,1.090,1.986,118.042,30.579,-52.124
-0.406,1.080,2.025,114.929,17.456,-38.818
-0.498,1.051,2.017,103.577,9.949,-32.776
-0.575,1.017,1.962,85.754,7.080,-30.212
-0.643,1.000,1.834,64.758,8.606,-30.701
-0.675,1.016,1.661,44.067,12.451,-35.278
-0.672,1.067,1.510,27.710,15.076,-39.856
-0.631,1.095,1.416,18.677,16.541,-41.931
-0.607,1.087,1.366,13.611,18.921,-40.527
-0.581,1.079,1.360,9.521,21.240,-36.499
-0.583,1.045,1.372,5.066,21.240,-30.457
-0.609,0.983,1.372,-0.183,18.616,-23.071
-0.636,0.918,1.346,-6.592,14.587,-16.479
-0.640,0.855,1.304,-12.817,9.583,-11.108
-0.632,0.775,1.265,-19.043,4.944,-6.592
-0.636,0.699,1.214,-25.024,0.977,-2.136
-0.646,0.627,1.161,-29.785,-1.709,2.686
-0.672,0.565,1.118,-32.349,-4.272,7.812
-0.701,0.503,1.088,-32.715,-7.141,12.817
-0.736,0.452,1.071,-31.250,-10.437,17.700
-0.779,0.399,1.070,-28.992,-13.855,22.461
-0.827,0.337,1.090,-26.611,-18.066,26.917
-0.852,0.265,1.120,-24.780,-22.217,29.358
-0.901,0.226,1.157,-24.292,-25.757,30.518
-0.987,0.173,1.195,-24.841,-28.564,32.349
-1.084,0.095,1.225,-26.489,-30.701,33.813
-1.201,0.032,1.239,-28.564,-32.959,32.532
-1.345,-0.018,1.250,-29.968,-34.363,29.053
-1.504,-0.085,1.267,-31.067,-32.959,23.926
-1.643,-0.163,1.288,-33.508,-29.419,15.442
-1.751,-0.211,1.300,-37.903,-25.940,2.502
-1.868,-0.227,1.320,-41.138,-23.804,-12.451
-1.990,-0.253,1.376,-42.297,-21.973,-26.855
-2.085,-0.303,1.469,-41.626,-22.949,-40.161
-2.115,-0.345,1.559,-40.771,-28.992,-55.176
-2.081,-0.403,1.573,-42.297,-36.499,-73.914
-1.973,-0.401,1.563,-49.622,-43.396,-96.497
-1.819,-0.360,1.444,-65.186,-57.861,-120.728
-1.582,-0.276,1.285,-81.116,-68.726,-143.311
-1.369,-0.165,1.129,-91.858,-77.881,-161.194
-1.212,-0.087,0.988,-95.947,-85.815,-171.875
-1.067,-0.028,0.857,-95.398,-94.116,-176.941
-0.929,-0.024,0.732,-88.989,-105.286,-177.795
-0.809,-0.068,0.599,-77.271,-118.652,-176.514
-0.645,-0.093,0.481,-63.232,-132.996,-175.842
-0.519,-0.100,0.314,-46.326,-147.400,-177.368
-0.414,-0.166,0.164,-27.283,-157.043,-177.063
-0.310,-0.213,0.042,-7.141,-159.607,-176.636
-0.181,-0.251,-0.064,14.709,-155.701,-180.969
-0.006,-0.273,-0.131,36.316,-146.851,-189.148
0.197,-0.242,-0.129,54.443,-134.766,-198.364
0.424,-0.187,-0.094,67.627,-121.887,-205.139
0.693,-0.064,0.023,74.585,-107.544,-206.116
0.898,0.075,0.232,73.608,-94.177,-199.463
1.020,0.167,0.335,60.852,-84.229,-184.937
1.201,0.250,0.311,41.504,-71.350,-164.124
1.485,0.372,0.308,33.020,-54.504,-144.836
1.767,0.592,0.334,43.396,-38.269,-131.287
1.978,0.874,0.436,68.359,-25.452,-119.141
2.147,1.048,0.655,97.351,-14.709,-110.046
2.138,1.148,0.904,111.755,-0.244,-88.928
1.998,1.198,1.138,103.577,16.174,-58.228
1.777,1.209,1.257,74.402,31.433,-27.527
1.464,1.134,1.214,33.508,39.978,-2.197
1.122,1.003,1.051,-5.981,36.987,14.709
0.840,0.909,0.837,-34.729,26.367,21.790
0.625,0.870,0.621,-49.255,15.503,22.461
0.441,0.835,0.429,-51.758,5.920,23.071
0.311,0.781,0.292,-47.302,-0.610,26.855
0.210,0.727,0.232,-39.185,-1.648,32.593
0.135,0.693,0.252,-30.457,2.380,38.452
0.138,0.647,0.338,-21.545,9.155,41.321
0.178,0.637,0.449,-11.536,15.625,41.016
0.261,0.663,0.559,-2.319,19.653,39.612
0.368,0.714,0.732,6.042,19.775,40.039
0.399,0.761,0.900,10.132,14.587,46.204
0.377,0.781,1.001,5.493,7.874,57.800
0.320,0.761,1.026,-6.653,2.258,70.129
0.230,0.742,0.997,-23.010,-1.404,79.041
0.136,0.740,0.914,-40.955,-0.671,82.581
0.060,0.739,0.801,-58.350,6.470,82.886
0.004,0.751,0.696,-72.632,17.517,82.764
-0.068,0.756,0.630,-80.444,28.381,84.045
-0.108,0.737,0.589,-82.336,38.086,87.036
-0.112,0.709,0.571,-78.430,44.189,90.576
-0.133,0.692,0.597,-69.885,44.495,93.750
-0.165,0.674,0.641,-59.509,41.748,96.252
-0.208,0.708,0.680,-53.162,36.987,98.145
-0.243,0.773,0.710,-51.331,29.724,99.915
-0.302,0.846,0.720,-54.504,20.752,102.478
-0.351,0.846,0.709,-60.913,15.564,107.849
-0.431,0.793,0.692,-69.092,15.259,116.333
-0.539,0.692,0.656,-79.834,20.325,124.207
-0.628,0.576,0.605,-93.933,30.457,126.160
-0.689,0.491,0.526,-108.643,44.189,119.629
-0.664,0.445,0.432,-121.521,60.181,108.154
-0.587,0.438,0.348,-128.296,75.439,96.252
