aX,aY,aZ,gX,gY,gZ
-0.377,0.160,1.076,59.937,-164.917,68.054
-0.322,0.230,0.979,66.772,-122.437,78.003
-0.211,0.249,1.044,62.744,-134.949,55.359
-0.214,0.248,1.318,43.274,-200.134,15.625
-0.458,0.250,1.634,19.897,-268.250,-12.573
-0.686,0.294,1.912,5.859,-295.715,-19.226
-0.686,0.480,1.976,2.319,-278.137,-10.315
-0.603,0.582,1.947,16.052,-243.164,-0.610
-0.478,0.540,1.894,47.485,-203.247,8.667
-0.330,0.427,1.834,85.266,-155.762,25.330
-0.194,0.229,1.746,118.103,-107.300,45.105
-0.058,0.014,1.675,136.292,-64.270,60.547
-0.001,-0.096,1.537,133.057,-29.053,71.533
0.013,-0.065,1.332,115.417,-10.803,70.923
0.132,-0.090,1.217,84.045,-28.687,48.218
0.255,-0.083,1.201,40.466,-72.632,20.203
0.148,0.019,1.257,3.296,-116.882,1.770
-0.099,0.127,1.387,-16.052,-141.663,-1.587
-0.255,0.246,1.561,-20.325,-138.977,4.333
-0.279,0.320,1.728,-14.404,-112.427,14.160
-0.197,0.442,1.856,-5.371,-77.271,27.954
-0.049,0.761,2.056,9.094,-55.115,44.128
-0.223,0.878,2.377,47.729,-53.650,60.242
-0.555,0.334,2.583,94.299,-34.424,64.087
-0.403,0.039,2.438,77.698,26.489,52.734
0.012,0.058,2.045,-2.197,77.820,38.818
0.154,0.121,1.591,-84.717,83.801,21.973
0.151,0.307,1.103,-147.461,67.383,5.005
0.175,0.499,0.731,-180.176,45.166,-11.475
0.207,0.631,0.448,-173.157,30.518,-20.142
0.236,0.697,0.253,-130.371,28.137,-14.648
0.249,0.646,0.178,-66.101,32.410,-0.183
0.266,0.522,0.225,-2.686,34.607,15.137
0.266,0.388,0.330,40.222,29.663,24.353
-0.075,0.502,1.923,-45.471,186.340,-24.841
0.014,0.537,1.789,-34.485,215.515,-20.569
0.090,0.460,1.761,-20.752,234.009,-18.188
0.126,0.333,1.734,-16.907,240.723,-18.616
0.131,0.347,1.722,-29.114,243.347,-22.461
0.030,0.422,1.804,-45.654,242.249,-28.503
-0.054,0.501,1.839,-51.025,246.887,-32.532
-0.119,0.661,1.815,-44.189,266.357,-31.921
-0.251,0.677,1.942,-23.010,284.790,-32.288
-0.393,0.421,2.055,1.770,305.298,-33.813
-0.370,0.120,1.940,6.104,343.872,-30.823
-0.224,-0.089,1.618,-20.752,381.775,-24.536
-0.103,-0.239,1.208,-69.824,396.667,-21.118
-0.056,-0.229,0.749,-127.441,385.986,-23.376
-0.168,-0.081,0.405,-179.077,354.797,-33.020
-0.354,0.075,0.171,-202.209,323.730,-45.105
-0.550,0.336,0.009,-191.040,313.782,-50.720
-0.784,0.395,0.031,-148.682,321.594,-52.795
-0.889,0.118,-0.011,-93.567,345.154,-52.856
-0.738,-0.110,-0.085,-60.608,375.427,-47.241
-0.555,-0.234,-0.142,-57.495,387.573,-38.757
-0.503,-0.351,-0.251,-71.716,377.625,-26.184
-0.470,-0.395,-0.444,-104.431,356.689,-19.958
-0.446,-0.357,-0.588,-149.109,324.585,-30.273
-0.625,-0.312,-0.913,-186.646,292.358,-42.236
-0.766,-0.259,-1.537,-202.515,286.072,-49.072
-0.605,-0.426,-2.265,-187.317,297.852,-56.030
-0.228,-0.763,-3.148,-157.166,306.030,-62.256
0.308,-1.034,-3.970,-130.127,294.434,-58.777
0.853,-1.253,-4.000,-102.417,250.549,-47.729
1.192,-1.276,-4.000,-68.848,173.279,-31.006
1.177,-1.134,-3.985,-29.846,74.036,-12.817
0.929,-0.879,-3.019,5.554,-18.494,-1.343
0.667,-0.519,-1.864,33.569,-85.266,6.836
0.417,-0.091,-0.782,57.800,-118.103,14.709
0.275,0.270,0.152,77.515,-120.667,19.348
0.308,0.482,0.869,88.562,-103.149,19.287
0.397,0.492,1.292,82.764,-78.186,16.357
0.510,0.395,1.364,52.917,-53.162,11.230
0.636,0.323,1.066,4.822,-30.090,9.155
0.750,0.312,0.543,-47.180,-12.329,10.193
0.794,0.411,-0.178,-90.759,-4.150,9.949
0.809,0.540,-0.836,-105.042,-1.587,6.104
0.828,0.508,-1.268,-82.031,1.343,5.676
0.850,0.330,-1.493,-41.443,3.174,6.042
0.903,0.143,-1.605,-5.737,-1.770,5.127
0.968,0.034,-1.638,16.296,-16.235,4.517
1.000,-0.034,-1.551,26.733,-40.588,5.310
0.976,-0.074,-1.392,29.785,-69.336,7.263
0.912,-0.063,-1.253,28.625,-96.436,9.644
0.834,-0.023,-1.103,26.978,-117.310,11.963
0.790,-0.055,-0.931,27.405,-128.296,14.038
0.812,-0.076,-0.827,26.855,-131.531,17.029
0.857,-0.079,-0.771,24.109,-134.888,19.897
0.855,-0.080,-0.750,20.630,-141.357,22.705
0.805,-0.090,-0.754,19.104,-148.071,26.428
0.790,-0.068,-0.763,18.860,-152.771,29.053
0.773,-0.023,-0.792,18.738,-156.982,31.677
0.751,0.031,-0.846,19.043,-164.978,33.936
0.737,0.125,-0.896,19.287,-178.711,32.898
0.695,0.206,-0.922,23.376,-193.359,30.945
0.648,0.268,-0.894,34.546,-204.529,31.555
0.587,0.295,-0.832,50.598,-212.463,33.997
0.520,0.285,-0.768,67.566,-218.750,34.302
0.483,0.226,-0.653,81.970,-224.487,32.959
0.469,0.163,-0.563,90.210,-229.126,32.959
0.445,0.098,-0.484,91.370,-235.413,32.959
0.396,0.036,-0.402,86.243,-243.896,32.593
0.349,-0.016,-0.336,76.294,-252.075,33.630
0.320,-0.052,-0.275,64.514,-258.240,37.415
0.301,-0.079,-0.234,52.429,-263.794,42.603
0.289,-0.079,-0.216,40.833,-271.484,47.607
0.246,-0.047,-0.195,30.823,-283.875,50.842
0.107,0.025,-0.157,23.193,-300.415,50.049
-0.019,0.133,-0.072,22.217,-315.491,45.532
-0.085,0.190,0.060,34.241,-322.144,44.373
-0.130,0.220,0.209,55.725,-319.214,49.805
-0.169,0.207,0.387,78.430,-310.486,57.251
-0.164,0.108,0.614,95.093,-296.936,64.026
-0.150,0.006,0.874,98.511,-276.672,72.510
-0.189,-0.028,1.073,82.642,-251.160,82.520
-0.215,0.024,1.157,54.382,-225.342,87.097
-0.192,0.191,1.159,22.644,-209.167,81.970
-0.169,0.392,1.215,-2.197,-215.027,67.688
-0.273,0.607,1.268,-14.038,-241.394,48.645
-0.480,0.800,1.451,-2.686,-270.264,34.485
-0.771,0.861,1.779,39.001,-283.752,31.921
-0.966,0.835,2.159,95.215,-265.381,37.537
-0.928,0.688,2.486,144.958,-211.914,44.189
-0.719,0.438,2.712,175.171,-141.785,48.767
-0.461,0.187,2.720,170.776,-75.195,51.575
-0.174,0.003,2.516,133.667,-24.048,49.194
0.074,-0.066,2.115,75.684,2.563,37.842
0.315,-0.070,1.701,8.728,-2.075,13.794
0.468,-0.024,1.367,-57.068,-34.546,-17.456
0.380,0.209,1.212,-108.459,-78.613,-37.109
0.147,0.485,1.209,-119.385,-112.549,-36.133
-0.025,0.719,1.194,-82.642,-114.502,-23.682
-0.055,0.742,1.238,-16.174,-84.778,-6.958
0.048,0.555,1.340,52.795,-46.753,9.399
0.165,0.345,1.433,94.177,-17.212,23.010
0.209,0.178,1.503,99.548,0.427,29.846
0.192,0.121,1.514,77.881,11.169,29.663
0.154,0.137,1.437,41.992,18.616,24.780
0.176,0.195,1.307,5.676,23.315,16.724
0.239,0.252,1.167,-23.254,23.315,6.897
0.282,0.311,1.035,-41.748,17.334,-0.854
0.289,0.368,0.940,-50.476,6.531,-5.371
0.278,0.426,0.868,-49.194,-1.770,-6.348
0.255,0.466,0.822,-37.354,-4.333,-4.517
0.237,0.464,0.803,-18.433,-2.014,-1.404
0.231,0.436,0.813,0.244,3.418,2.502
0.237,0.388,0.848,14.771,7.874,5.005
0.244,0.333,0.887,22.461,9.766,5.798
0.254,0.293,0.917,24.048,10.742,5.859
0.278,0.275,0.927,21.729,10.742,5.310
0.271,0.222,0.938,17.151,9.827,4.395
0.276,0.245,0.915,11.658,6.287,0.427
0.276,0.210,0.902,5.920,0.305,0.061
