aX,aY,aZ,gX,gY,gZ
1.616,-0.882,-3.526,-27.588,197.266,-7.446
1.566,-0.629,-3.076,1.770,109.436,13.916
1.276,-0.395,-2.356,27.039,21.240,25.696
0.959,-0.097,-1.590,43.335,-44.189,29.358
0.698,0.196,-0.861,52.002,-82.153,31.738
0.544,0.406,-0.305,54.993,-93.201,33.997
0.486,0.516,0.078,53.833,-89.172,31.433
0.514,0.555,0.290,46.997,-77.820,25.146
0.598,0.552,0.336,33.997,-63.110,18.372
0.694,0.533,0.231,19.775,-48.889,12.634
0.788,0.505,0.053,9.521,-38.635,8.240
0.863,0.466,-0.152,5.859,-32.898,5.127
0.924,0.396,-0.351,7.385,-30.029,3.357
0.988,0.308,-0.541,12.146,-30.762,2.686
1.031,0.223,-0.714,16.052,-38.086,1.831
1.056,0.149,-0.841,16.602,-52.612,-0.977
1.047,0.058,-0.888,14.709,-70.435,-2.869
1.006,-0.018,-0.875,10.315,-86.121,-1.221
0.964,-0.053,-0.870,3.296,-96.741,3.113
0.952,-0.068,-0.882,-5.005,-103.638,8.301
0.960,-0.046,-0.901,-15.442,-111.450,12.939
0.965,-0.003,-0.920,-27.161,-122.437,16.418
0.940,0.050,-0.930,-34.790,-134.399,19.958
0.906,0.120,-0.937,-34.668,-145.325,24.597
0.862,0.183,-0.935,-24.292,-153.259,29.968
0.830,0.217,-0.908,-3.845,-159.119,36.255
0.798,0.217,-0.866,22.034,-165.100,41.931
0.750,0.183,-0.820,48.035,-172.791,46.509
0.681,0.134,-0.711,69.702,-182.068,48.950
0.626,0.072,-0.580,83.069,-189.880,49.683
0.595,0.022,-0.471,86.670,-194.458,50.903
0.558,-0.011,-0.371,83.618,-197.266,52.002
0.500,-0.036,-0.261,76.599,-200.378,53.528
0.453,-0.008,-0.195,68.054,-199.280,56.213
0.430,0.034,-0.181,63.354,-194.031,61.218
0.432,0.056,-0.177,65.002,-190.125,66.040
0.434,0.102,-0.220,68.481,-193.665,68.298
0.417,0.120,-0.234,74.219,-207.031,65.735
0.380,0.113,-0.188,81.848,-226.624,60.425
0.284,0.080,-0.076,89.966,-245.056,57.678
0.142,0.028,0.073,97.839,-255.127,59.143
0.042,0.002,0.247,103.333,-254.761,62.256
-0.015,0.018,0.401,104.431,-247.070,66.467
-0.055,0.008,0.620,103.271,-237.610,70.740
-0.132,0.026,0.761,97.900,-224.365,76.416
-0.180,0.053,0.831,89.478,-206.848,82.947
-0.118,0.057,0.829,75.806,-192.993,83.130
-0.034,0.108,0.691,55.481,-190.796,77.637
-0.017,0.246,0.543,38.513,-207.825,66.223
-0.097,0.407,0.497,34.607,-241.821,52.673
-0.296,0.556,0.587,54.626,-276.489,46.509
-0.539,0.560,0.886,101.990,-289.673,52.795
-0.670,0.449,1.251,159.729,-267.456,70.068
-0.687,0.277,1.636,205.994,-221.863,88.928
-0.647,0.134,1.942,220.825,-170.593,100.891
-0.608,0.049,2.058,199.341,-128.357,99.731
-0.515,-0.013,2.039,147.888,-107.361,79.163
-0.302,-0.044,1.944,73.364,-111.084,42.358
-0.101,0.033,1.748,-10.071,-133.362,5.859
-0.087,0.283,1.464,-74.829,-157.288,-16.541
-0.188,0.671,1.177,-93.323,-169.434,-18.494
-0.350,1.036,0.936,-46.387,-169.800,-4.150
-0.484,1.054,0.969,59.448,-159.546,16.602
-0.561,0.632,1.387,184.265,-136.597,42.175
-0.603,0.084,1.985,270.081,-108.704,64.331
-0.619,-0.369,2.544,279.663,-81.360,72.144
-0.619,-0.570,2.836,213.562,-55.725,59.387
-0.534,-0.523,2.750,100.891,-35.278,32.227
-0.343,-0.294,2.363,-16.235,-21.301,3.174
-0.170,-0.024,1.927,-103.821,-15.137,-17.822
-0.054,0.298,1.469,-149.170,-14.160,-28.870
0.042,0.603,1.141,-146.790,-17.212,-29.968
0.092,0.723,1.006,-99.243,-17.822,-20.752
0.100,0.587,1.043,-29.114,-8.972,-3.845
0.155,0.365,1.125,25.208,8.484,13.062
0.211,0.241,1.141,42.786,22.156,21.790
0.212,0.215,1.077,29.846,22.278,19.775
0.177,0.261,0.948,4.822,10.437,10.071
0.165,0.321,0.838,-15.869,-5.127,-1.831
0.170,0.349,0.775,-24.597,-18.250,-10.315
0.140,0.345,0.746,-20.264,-24.170,-10.986
-0.619,0.488,1.725,-65.491,28.992,-35.522
-0.642,0.561,1.783,-45.715,51.453,-29.785
-0.638,0.505,1.956,-10.681,79.224,-17.273
-0.672,0.401,2.112,18.433,105.713,-3.113
-0.728,0.382,2.186,31.921,130.432,6.348
-0.826,0.349,2.323,39.246,146.362,9.949
-0.832,0.216,2.510,45.044,155.884,10.803
-0.790,0.088,2.571,38.025,172.546,9.033
-0.793,0.037,2.584,13.245,192.017,3.540
-0.757,-0.001,2.548,-20.813,206.848,-5.371
-0.731,0.146,2.306,-59.326,223.328,-15.747
-0.791,0.368,2.096,-80.627,241.150,-21.057
-0.835,0.381,1.976,-65.063,258.606,-18.311
-0.734,0.281,1.811,-39.368,292.175,-10.498
-0.586,0.183,1.704,-27.710,323.975,-5.371
-0.516,-0.023,1.617,-36.194,334.290,-6.714
-0.466,-0.206,1.413,-69.885,336.060,-16.357
-0.462,-0.236,1.177,-122.925,335.632,-31.860
-0.539,-0.200,0.964,-177.673,327.637,-48.950
-0.610,-0.050,0.672,-217.896,323.853,-65.247
-0.631,0.305,0.348,-228.333,333.008,-73.975
-0.703,0.371,0.254,-186.462,351.013,-67.688
-0.689,0.237,0.217,-124.634,377.747,-51.575
-0.649,0.150,0.224,-87.524,405.090,-38.818
-0.706,0.062,0.214,-70.557,416.931,-34.180
-0.685,-0.142,0.179,-68.176,414.795,-37.537
-0.600,-0.276,0.065,-90.027,408.691,-49.377
-0.557,-0.327,0.001,-119.934,396.545,-58.838
-0.555,-0.429,-0.151,-143.188,378.723,-65.735
-0.564,-0.437,-0.451,-168.945,365.356,-76.904
-0.530,-0.365,-0.868,-185.364,360.596,-83.435
-0.444,-0.271,-1.394,-177.246,363.770,-81.604
-0.312,-0.206,-2.015,-148.743,369.629,-75.439
-0.204,-0.380,-2.656,-104.126,372.437,-67.810
-0.008,-0.881,-3.383,-62.195,375.366,-60.059
0.544,-1.410,-4.000,-44.189,369.629,-47.363
1.365,-1.615,-4.000,-43.640,333.923,-23.987
1.871,-1.430,-4.000,-37.415,248.535,8.667
1.707,-0.987,-3.995,-23.315,116.699,40.894
1.114,-0.471,-3.104,-8.240,-14.893,57.434
0.660,0.086,-1.987,12.390,-100.281,60.425
0.422,0.615,-0.988,39.734,-130.554,62.195
0.293,0.942,-0.171,67.871,-131.531,62.622
0.217,1.114,0.460,84.106,-123.718,55.237
0.162,1.180,0.834,84.839,-107.971,38.086
0.231,1.126,0.930,77.698,-83.252,16.541
0.427,0.977,0.801,67.078,-52.246,-2.014
0.654,0.750,0.578,54.688,-26.123,-14.587
0.809,0.541,0.288,39.368,-10.437,-22.217
0.903,0.393,-0.052,20.569,-4.395,-27.588
0.978,0.294,-0.398,2.808,-6.775,-32.349
1.029,0.238,-0.690,-8.484,-16.968,-36.560
1.034,0.195,-0.917,-10.132,-31.189,-38.574
1.016,0.149,-1.062,-1.587,-44.434,-36.865
1.000,0.095,-1.142,12.451,-56.763,-32.898
1.001,0.025,-1.175,25.208,-69.519,-28.625
0.986,-0.027,-1.181,32.532,-85.083,-24.292
0.964,-0.064,-1.149,35.156,-101.807,-19.836
0.933,-0.088,-1.093,36.072,-118.164,-13.916
0.907,-0.079,-1.051,35.522,-131.348,-8.179
0.873,-0.053,-1.009,33.630,-143.616,-2.747
0.843,-0.021,-0.973,33.508,-155.579,2.930
0.817,0.007,-0.923,34.912,-166.809,7.874
0.785,0.054,-0.882,36.560,-177.612,11.719
0.749,0.077,-0.832,39.673,-187.988,14.709
0.711,0.076,-0.773,45.105,-196.716,18.188
0.677,0.064,-0.708,49.988,-204.407,21.912
0.639,0.048,-0.642,53.955,-211.975,25.024
0.587,0.041,-0.572,56.519,-220.032,27.649
0.510,0.030,-0.496,58.411,-226.440,29.968
0.461,0.017,-0.426,60.547,-229.309,32.532
0.427,0.001,-0.373,63.171,-228.271,36.133
0.405,-0.007,-0.329,65.918,-226.746,40.894
0.382,-0.016,-0.274,67.566,-227.661,44.128
0.356,-0.013,-0.219,66.895,-231.201,45.654
0.320,-0.000,-0.171,64.575,-236.755,47.119
0.258,0.012,-0.099,62.744,-243.713,48.645
0.194,0.011,-0.011,61.340,-249.878,49.866
0.126,0.026,0.089,60.547,-252.686,52.124
0.075,0.055,0.206,59.937,-252.502,54.504
0.012,0.076,0.308,59.998,-250.122,57.678
-0.085,0.122,0.401,60.974,-245.850,60.791
-0.125,0.156,0.514,61.890,-243.591,59.753
-0.150,0.175,0.643,59.631,-246.460,54.321
-0.185,0.184,0.787,53.284,-251.892,48.157
-0.233,0.206,0.930,43.518,-255.310,43.945
-0.309,0.295,0.979,36.011,-250.061,45.837
-0.398,0.430,1.011,40.527,-239.929,51.086
-0.480,0.560,1.016,61.279,-232.971,54.321
-0.533,0.643,1.125,94.849,-235.718,51.941
-0.615,0.596,1.381,132.141,-247.375,44.861
-0.691,0.431,1.710,167.908,-249.939,41.321
-0.723,0.220,2.073,192.810,-229.675,44.373
-0.697,0.019,2.330,196.045,-187.805,48.401
-0.568,-0.110,2.365,170.837,-137.268,49.927
-0.361,-0.150,2.177,122.437,-93.872,45.227
-0.166,-0.102,1.882,64.514,-68.909,33.325
-0.039,-0.011,1.570,11.108,-69.092,16.174
-0.016,0.160,1.299,-27.344,-84.656,-0.061
-0.093,0.357,1.165,-36.316,-102.966,-6.470
-0.194,0.480,1.147,-7.385,-115.234,-2.686
-0.295,0.477,1.208,48.706,-113.281,8.667
-0.347,0.331,1.363,111.511,-101.624,22.400
-0.320,0.070,1.593,158.386,-87.402,32.410
-0.276,-0.160,1.852,172.058,-72.693,36.926
-0.241,-0.265,1.976,144.592,-55.908,35.156
-0.204,-0.227,1.933,89.417,-44.006,26.611
-0.165,-0.122,1.770,25.330,-40.588,10.071
-0.111,0.012,1.579,-30.457,-40.771,-5.554
-0.046,0.215,1.417,-66.711,-43.152,-14.771
-0.030,0.511,1.367,-72.021,-50.293,-16.113
-0.146,0.686,1.466,-36.560,-60.852,-10.742
-0.263,0.461,1.625,26.855,-56.091,-3.113
-0.192,0.098,1.719,74.402,-22.766,6.226
-0.003,-0.076,1.721,74.036,17.700,15.442
0.080,-0.072,1.596,37.048,38.757,18.188
0.050,0.028,1.380,-8.240,40.771,12.878
0.065,0.122,1.167,-44.556,35.278,1.343
0.119,0.168,1.001,-68.481,25.940,-10.986
-0.663,0.115,2.071,-13.611,65.735,4.700
-0.748,0.089,2.271,-27.283,80.750,1.099
-0.752,0.068,2.418,-47.974,87.952,-6.775
-0.702,0.125,2.445,-73.364,99.426,-17.273
-0.672,0.194,2.422,-95.032,114.746,-26.489
-0.602,0.275,2.315,-104.980,132.446,-31.311
-0.514,0.409,2.090,-101.929,154.358,-33.203
-0.486,0.490,1.978,-78.186,175.537,-29.480
-0.467,0.465,1.904,-37.231,198.059,-18.921
-0.441,0.433,1.891,3.845,221.619,-5.615
-0.486,0.330,2.049,36.255,233.582,2.930
-0.543,0.133,2.193,48.401,243.164,7.874
-0.537,0.066,2.276,35.828,260.925,9.583
-0.637,0.063,2.268,7.812,273.926,7.751
-0.764,-0.010,2.285,-20.386,284.424,2.869
-0.799,-0.057,2.116,-54.016,310.059,-1.648
-0.786,-0.011,1.835,-92.468,343.384,-4.700
-0.800,-0.027,1.542,-124.390,367.371,-7.385
-0.760,-0.045,1.125,-154.236,386.658,-13.672
-0.708,0.128,0.707,-181.702,399.109,-22.461
-0.738,0.219,0.538,-185.913,392.029,-31.555
-0.777,0.230,0.380,-172.302,380.188,-42.847
-0.819,0.228,0.374,-158.508,377.991,-52.917
-0.963,0.016,0.506,-143.982,378.479,-56.274
-1.037,-0.206,0.408,-150.940,386.353,-63.232
-0.984,-0.266,0.119,-177.856,405.334,-73.364
-0.932,-0.169,-0.216,-197.327,423.889,-77.148
-0.973,0.009,-0.592,-189.941,434.631,-73.425
-0.929,0.066,-0.974,-157.227,439.087,-72.632
-0.776,-0.084,-1.209,-112.915,435.608,-76.843
-0.637,-0.455,-1.431,-82.581,420.959,-82.397
-0.617,-1.066,-1.871,-87.219,403.381,-90.027
-0.400,-1.868,-2.765,-135.071,397.705,-96.558
0.199,-2.452,-3.985,-211.487,390.442,-92.224
1.024,-2.440,-4.000,-268.127,358.704,-62.927
1.601,-1.875,-4.000,-241.760,297.119,-7.446
1.627,-1.068,-4.000,-135.925,196.960,51.941
1.497,-0.422,-4.000,-16.052,67.383,79.224
0.954,-0.057,-2.702,77.332,-56.885,75.134
0.519,0.223,-1.222,140.198,-136.536,65.369
0.242,0.453,-0.025,169.556,-155.151,65.186
0.064,0.610,0.895,168.030,-142.578,63.721
0.002,0.717,1.365,138.000,-115.173,52.063
0.134,0.785,1.351,87.402,-79.468,35.217
0.386,0.824,1.011,36.133,-45.105,19.653
0.602,0.829,0.594,0.732,-22.644,8.118
0.738,0.784,0.136,-19.409,-11.902,-0.122
0.815,0.727,-0.302,-27.039,-9.766,-7.141
0.864,0.664,-0.690,-23.682,-13.489,-13.367
0.887,0.620,-1.021,-11.963,-22.278,-19.470
0.890,0.545,-1.277,7.629,-34.546,-24.475
0.912,0.452,-1.405,33.630,-48.340,-28.259
0.924,0.357,-1.454,57.434,-64.697,-30.457
0.926,0.251,-1.426,74.951,-85.266,-31.860
0.915,0.130,-1.336,84.656,-108.826,-33.447
0.895,0.043,-1.228,85.754,-131.470,-34.973
0.886,-0.023,-1.118,81.787,-151.184,-34.180
0.858,-0.057,-1.026,75.195,-167.419,-30.884
0.814,-0.112,-0.926,69.031,-179.199,-25.940
0.783,-0.151,-0.832,62.988,-186.829,-19.409
0.777,-0.171,-0.768,53.894,-191.101,-11.658
0.764,-0.163,-0.713,43.823,-196.533,-5.005
0.738,-0.119,-0.686,34.363,-205.200,-0.183
0.698,-0.079,-0.670,28.198,-213.928,4.517
0.681,-0.029,-0.643,26.306,-221.436,9.094
0.655,-0.018,-0.604,29.663,-228.577,13.733
0.602,-0.020,-0.542,36.804,-234.619,19.226
0.534,-0.031,-0.471,44.434,-238.647,25.574
0.466,-0.046,-0.406,52.551,-240.173,31.311
0.411,-0.087,-0.319,60.974,-238.403,37.292
0.371,-0.130,-0.221,67.322,-234.436,44.189
0.333,-0.165,-0.120,68.542,-227.600,52.673
0.275,-0.150,-0.016,65.247,-218.750,61.768
0.235,-0.114,0.032,59.143,-209.045,68.726
0.200,-0.058,0.064,51.453,-205.627,71.777
0.197,0.020,0.082,41.443,-211.792,68.848
0.211,0.102,0.142,30.273,-231.812,59.265
0.161,0.163,0.220,19.836,-260.620,48.584
0.037,0.198,0.336,15.137,-283.936,41.321
-0.118,0.252,0.450,18.127,-288.513,40.344
-0.234,0.306,0.631,33.325,-274.292,45.959
-0.323,0.314,0.889,56.213,-254.089,54.504
-0.404,0.305,1.165,78.308,-233.337,64.697
-0.471,0.295,1.422,93.811,-209.717,72.998
-0.491,0.251,1.637,96.985,-187.988,72.754
-0.442,0.237,1.648,80.933,-171.082,64.758
-0.319,0.290,1.622,51.758,-168.396,48.706
-0.224,0.404,1.598,17.151,-182.983,29.175
-0.230,0.531,1.498,-5.310,-195.496,17.883
-0.251,0.704,1.382,-1.038,-192.200,17.456
-0.272,0.815,1.296,34.729,-176.575,24.963
-0.311,0.704,1.310,96.191,-152.771,35.217
-0.271,0.446,1.364,157.959,-121.277,46.326
-0.162,0.196,1.407,194.275,-92.407,54.199
-0.073,0.008,1.432,196.960,-77.881,52.307
-0.041,-0.106,1.394,169.556,-81.787,38.086
-0.008,-0.166,1.368,122.375,-103.943,16.052
-0.066,-0.163,1.342,69.702,-137.329,-3.357
-0.014,-0.037,1.324,30.457,-167.847,-8.423
-0.163,0.224,1.422,-0.427,-177.002,-10.071
-0.370,0.359,1.526,-3.479,-172.791,-10.254
-0.506,0.305,1.630,20.264,-153.381,-9.155
-0.479,0.238,1.713,47.241,-118.652,-1.099
-0.370,0.130,1.754,63.843,-83.618,9.338
-0.279,0.032,1.727,64.636,-56.458,16.602
-0.208,-0.008,1.663,49.194,-39.551,18.799
-0.153,0.007,1.568,23.743,-32.593,16.418
-0.091,0.097,1.475,-3.540,-31.250,10.681
-0.007,0.239,1.424,-25.024,-34.424,2.930
0.022,0.537,1.479,-28.870,-45.715,0.183
-0.142,0.691,1.643,0.244,-61.462,5.920
-0.327,0.331,1.812,56.335,-60.120,10.620
-0.269,0.002,1.860,83.557,-24.353,10.742
-0.033,-0.092,1.723,57.556,20.142,14.221
0.072,-0.036,1.520,8.728,36.499,13.367
0.034,0.070,1.285,-37.231,32.166,3.540
0.048,0.172,1.085,-68.726,24.048,-8.423
0.111,0.239,0.931,-83.801,15.747,-18.311
0.132,0.272,0.802,-85.693,10.498,-22.095
-0.437,0.296,2.108,28.992,69.824,-0.916
-0.495,0.179,2.372,25.452,74.829,-6.836
-0.507,0.119,2.495,8.484,98.267,-11.841
-0.535,0.112,2.555,-14.709,128.235,-14.038
-0.570,0.132,2.529,-34.180,156.616,-12.146
-0.577,0.214,2.407,-46.021,187.866,-8.057
-0.560,0.334,2.259,-42.053,217.285,-2.930
-0.512,0.307,2.216,-21.362,233.398,0.854
-0.413,0.221,2.117,-5.249,244.812,0.305
-0.403,0.233,2.062,0.061,255.615,-1.282
-0.482,0.133,2.110,8.667,259.644,0.000
-0.548,-0.016,2.075,10.559,277.161,1.892
-0.609,-0.051,1.990,-3.540,308.350,6.042
-0.694,-0.122,1.901,-24.292,331.848,10.986
-0.686,-0.274,1.694,-52.551,353.821,11.658
-0.633,-0.440,1.376,-98.267,377.197,6.104
-0.593,-0.536,0.976,-163.330,390.076,-4.028
-0.548,-0.562,0.564,-234.985,392.029,-17.456
-0.546,-0.446,0.085,-298.157,386.047,-33.020
-0.533,-0.241,-0.234,-336.121,369.751,-47.852
-0.560,0.080,-0.496,-337.524,351.013,-57.861
-0.650,0.495,-0.648,-299.866,337.463,-62.378
-0.762,0.615,-0.557,-223.022,330.139,-61.768
-0.761,0.464,-0.420,-142.761,338.989,-59.448
-0.677,0.234,-0.275,-91.858,356.018,-58.044
-0.596,-0.070,-0.128,-77.026,364.685,-60.425
-0.551,-0.365,-0.042,-98.450,364.807,-65.674
-0.492,-0.689,-0.208,-155.273,358.215,-75.317
-0.425,-0.772,-0.621,-234.985,342.285,-93.628
-0.400,-0.691,-1.379,-301.758,324.280,-114.441
-0.345,-0.802,-2.395,-313.110,326.050,-124.329
-0.016,-1.192,-3.570,-272.156,347.290,-117.249
0.640,-1.580,-4.000,-197.754,361.938,-94.299
1.408,-1.719,-4.000,-101.257,337.708,-54.077
1.917,-1.629,-4.000,0.427,249.329,-6.226
1.829,-1.404,-4.000,73.181,106.812,27.588
1.252,-1.075,-2.798,102.112,-36.926,36.438
0.711,-0.603,-1.387,106.323,-131.165,43.884
0.373,-0.112,-0.276,101.868,-161.133,54.626
0.161,0.330,0.502,92.529,-153.076,60.181
0.095,0.663,0.956,75.500,-129.578,56.152
0.178,0.833,1.073,55.420,-99.548,43.213
0.355,0.885,0.950,38.269,-69.275,28.137
0.531,0.843,0.702,26.917,-43.457,16.846
0.678,0.735,0.411,21.179,-23.987,9.583
0.821,0.595,0.064,15.259,-12.085,2.380
0.932,0.464,-0.311,8.179,-10.559,-5.249
0.935,0.385,-0.651,3.418,-16.907,-11.597
0.951,0.320,-0.925,5.310,-26.184,-17.639
0.979,0.241,-1.151,13.794,-35.034,-20.508
1.013,0.157,-1.315,24.414,-46.204,-19.653
1.044,0.075,-1.399,33.142,-61.951,-17.395
1.055,0.012,-1.412,38.635,-82.520,-15.625
1.053,-0.028,-1.380,40.649,-105.103,-13.977
1.025,-0.050,-1.321,41.870,-126.221,-11.475
0.991,-0.059,-1.232,44.556,-143.127,-6.958
0.922,-0.061,-1.135,47.668,-156.677,-0.732
0.846,-0.057,-1.045,50.720,-166.382,5.859
0.816,-0.038,-0.980,52.917,-172.119,11.780
0.799,-0.023,-0.939,55.359,-176.453,17.639
0.771,-0.019,-0.893,61.279,-182.617,23.315
0.728,-0.018,-0.809,67.688,-191.956,27.832
0.682,-0.016,-0.729,72.144,-201.904,31.067
0.634,-0.029,-0.648,76.111,-210.083,34.424
0.568,-0.031,-0.567,79.712,-216.675,38.147
0.490,-0.042,-0.489,83.252,-221.619,42.053
0.432,-0.061,-0.413,86.670,-223.450,46.570
0.382,-0.084,-0.342,89.172,-222.900,51.880
0.331,-0.104,-0.283,90.027,-222.290,56.274
0.272,-0.112,-0.231,89.600,-221.619,60.303
0.235,-0.110,-0.183,87.463,-219.788,65.430
0.229,-0.097,-0.161,84.412,-218.262,69.885
0.189,-0.085,-0.123,81.482,-221.619,71.411
0.121,-0.086,-0.060,74.707,-234.680,67.383
0.061,-0.077,0.051,62.988,-253.784,59.204
-0.008,-0.014,0.200,50.354,-272.522,52.551
-0.101,0.072,0.350,43.457,-285.645,51.270
-0.208,0.196,0.488,44.617,-289.429,55.054
-0.276,0.264,0.624,54.749,-280.579,61.279
-0.324,0.283,0.727,73.730,-259.399,69.702
-0.341,0.281,0.850,93.201,-237.122,76.355
-0.362,0.211,1.008,103.394,-224.304,75.867
-0.380,0.189,1.090,100.403,-220.398,69.031
-0.379,0.231,1.261,81.848,-236.450,51.331
-0.536,0.360,1.477,55.237,-266.602,29.724
-0.759,0.511,1.695,43.945,-284.973,19.714
-0.839,0.636,1.822,53.528,-273.560,22.034
-0.805,0.712,1.853,81.116,-240.234,29.419
-0.661,0.619,1.905,119.324,-199.707,37.109
-0.520,0.429,1.946,154.968,-159.424,45.532
-0.410,0.237,1.913,175.476,-125.000,53.162
-0.338,0.083,1.890,175.598,-104.797,51.147
-0.276,-0.047,1.894,155.579,-102.478,36.804
-0.212,-0.115,1.866,120.667,-109.192,19.226
-0.161,-0.085,1.805,81.787,-112.671,7.629
-0.150,-0.009,1.744,50.903,-109.131,4.456
-0.210,0.104,1.663,32.593,-101.257,6.104
-0.213,0.170,1.590,27.161,-89.050,8.850
-0.154,0.160,1.522,30.212,-74.524,11.047
-0.080,0.132,1.464,31.616,-61.523,14.099
-0.037,0.108,1.406,26.733,-53.040,17.090
-0.031,0.129,1.340,13.855,-48.035,17.761
-0.020,0.206,1.277,-2.869,-48.096,14.709
-0.029,0.327,1.260,-14.465,-54.688,10.559
-0.104,0.511,1.327,-15.076,-67.322,7.141
-0.238,0.660,1.523,6.348,-76.843,7.080
-0.390,0.533,1.797,49.500,-71.228,11.475
-0.384,0.235,2.027,84.595,-41.687,17.090
-0.243,0.017,2.031,76.843,-1.343,18.921
-0.135,-0.034,1.846,29.968,24.170,12.207
-0.075,0.039,1.552,-29.053,30.640,-1.587
0.011,0.132,1.255,-76.294,28.503,-16.235
0.117,0.225,0.981,-101.746,21.362,-27.039
0.165,0.323,0.739,-104.614,14.282,-30.457
0.188,0.396,0.558,-84.900,11.108,-25.085
0.207,0.391,0.469,-48.279,10.315,-15.747
0.208,0.331,0.480,-10.376,7.690,-6.409
0.168,0.247,0.559,17.212,2.625,0.732
0.104,0.187,0.649,30.579,-2.258,4.578
-0.625,0.412,2.012,-42.969,50.598,-21.484
-0.688,0.441,2.095,-34.851,79.346,-18.494
-0.682,0.427,2.130,-21.057,110.352,-13.000
-0.602,0.377,2.132,-7.141,142.456,-7.019
-0.540,0.316,2.141,2.869,166.931,-4.883
-0.484,0.224,2.193,4.089,175.354,-7.996
-0.496,0.183,2.249,-4.578,174.988,-14.954
-0.600,0.207,2.321,-16.602,176.331,-21.851
-0.676,0.221,2.363,-22.095,189.819,-22.217
-0.670,0.173,2.314,-21.667,219.727,-17.151
-0.628,0.133,2.164,-28.870,255.127,-13.794
-0.594,0.077,2.037,-44.189,287.354,-11.719
-0.580,0.002,1.768,-63.721,313.904,-8.911
-0.457,0.008,1.422,-92.041,334.290,-11.292
-0.328,0.005,1.133,-127.625,332.642,-24.597
-0.263,0.020,0.886,-161.865,317.444,-38.513
-0.223,0.109,0.609,-188.416,303.345,-49.438
-0.232,0.428,0.331,-201.050,293.762,-58.289
-0.333,0.675,0.194,-176.453,286.682,-60.913
-0.390,0.777,0.116,-116.516,291.992,-56.946
-0.400,0.831,0.175,-46.570,312.988,-47.791
-0.458,0.656,0.422,23.132,335.144,-33.997
-0.507,0.376,0.693,67.017,351.807,-21.179
-0.495,0.074,0.964,67.932,364.441,-17.395
-0.544,-0.144,1.129,29.480,370.483,-21.301
-0.653,-0.315,1.074,-31.372,372.070,-28.931
-0.704,-0.390,0.747,-103.149,376.465,-42.114
-0.654,-0.339,0.204,-169.128,380.737,-59.265
-0.585,-0.247,-0.424,-208.374,381.165,-74.890
-0.493,-0.092,-1.019,-209.961,378.235,-83.008
-0.414,-0.026,-1.496,-173.462,375.000,-80.750
-0.385,-0.172,-1.881,-117.004,371.948,-73.425
-0.328,-0.572,-2.363,-73.425,371.643,-69.214
-0.133,-1.128,-3.190,-66.772,376.770,-67.017
0.495,-1.675,-4.000,-94.055,374.268,-59.204
1.353,-1.850,-4.000,-122.559,335.083,-35.095
1.825,-1.563,-4.000,-117.371,245.544,6.775
1.663,-1.040,-4.000,-75.623,120.544,48.401
1.157,-0.534,-3.465,-20.081,-0.854,69.214
0.731,-0.099,-2.231,33.630,-84.717,71.777
0.469,0.251,-1.117,80.078,-124.512,73.608
0.277,0.516,-0.231,112.000,-132.507,75.378
0.168,0.667,0.436,124.268,-126.831,69.763
0.149,0.756,0.805,118.469,-111.572,56.091
0.268,0.795,0.897,102.661,-88.257,40.771
0.460,0.795,0.786,84.106,-62.805,28.198
0.620,0.753,0.569,66.833,-44.373,17.822
0.729,0.704,0.297,50.537,-35.217,8.667
0.800,0.654,0.024,36.316,-32.654,0.000
0.834,0.612,-0.275,26.001,-33.752,-8.118
0.878,0.567,-0.533,23.010,-38.879,-16.235
0.925,0.491,-0.752,25.818,-46.692,-23.376
0.957,0.400,-0.887,33.325,-55.969,-26.489
0.953,0.310,-0.975,39.307,-67.322,-26.245
0.948,0.242,-1.029,40.466,-81.238,-26.611
0.939,0.199,-1.069,36.926,-95.337,-26.672
0.949,0.176,-1.080,31.677,-108.704,-25.146
0.939,0.180,-1.080,27.100,-121.826,-22.095
0.924,0.169,-1.045,25.330,-134.277,-18.616
0.888,0.151,-0.978,25.391,-145.752,-15.015
0.864,0.137,-0.901,23.743,-155.090,-10.315
0.836,0.141,-0.831,21.240,-162.598,-5.615
0.796,0.144,-0.771,19.775,-169.739,-1.526
0.753,0.153,-0.715,18.066,-177.124,1.770
0.720,0.166,-0.667,17.883,-183.655,4.883
0.689,0.163,-0.612,21.484,-188.416,8.972
0.653,0.167,-0.563,27.222,-192.383,13.489
0.618,0.167,-0.535,34.729,-197.266,16.663
0.592,0.135,-0.482,44.800,-203.125,18.372
0.557,0.094,-0.417,53.467,-210.327,19.592
0.509,0.055,-0.334,57.739,-218.872,20.508
0.450,0.025,-0.241,56.824,-228.516,19.470
0.406,-0.000,-0.131,52.246,-236.633,18.921
0.360,0.004,-0.018,45.898,-239.868,21.912
0.301,0.014,0.072,39.307,-237.549,27.161
0.256,0.052,0.153,32.349,-232.178,32.166
0.215,0.090,0.193,28.503,-222.839,38.757
0.155,0.145,0.194,31.555,-210.083,48.035
0.146,0.203,0.173,37.537,-204.102,51.636
0.144,0.217,0.240,41.199,-216.370,43.396
0.114,0.196,0.370,39.917,-247.192,26.611
-0.011,0.188,0.544,34.790,-279.724,13.184
-0.181,0.202,0.756,33.386,-295.105,10.742
-0.329,0.161,1.006,39.368,-280.884,19.897
-0.391,0.132,1.171,50.842,-231.689,41.504
