aX,aY,aZ,gX,gY,gZ
-0.995,-0.614,1.008,43.640,-131.958,-159.851
-0.870,-0.531,0.951,41.992,-122.559,-175.171
-0.746,-0.410,0.867,36.743,-114.624,-190.063
-0.523,-0.298,0.781,29.663,-111.389,-204.407
-0.253,-0.162,0.735,27.710,-110.840,-219.604
0.026,0.011,0.701,28.687,-112.488,-233.154
0.403,0.241,0.685,31.372,-117.004,-245.361
0.782,0.516,0.666,37.720,-127.258,-252.625
1.053,0.799,0.635,47.119,-138.855,-251.831
1.220,1.056,0.592,55.359,-147.156,-242.371
1.378,1.249,0.545,55.847,-147.461,-224.976
1.453,1.371,0.495,48.523,-137.085,-201.233
1.429,1.437,0.431,38.513,-115.112,-173.706
1.409,1.469,0.386,27.649,-83.679,-144.592
1.360,1.460,0.392,18.799,-50.354,-116.089
1.263,1.419,0.410,13.855,-22.949,-89.050
1.194,1.356,0.433,12.024,-4.028,-64.636
1.098,1.314,0.501,15.686,9.216,-43.701
0.941,1.273,0.612,21.179,15.503,-23.560
0.764,1.219,0.753,21.667,14.709,-4.944
0.566,1.147,0.857,14.343,9.277,12.512
0.340,1.031,0.866,-0.061,2.991,27.832
0.115,0.893,0.769,-18.005,-2.258,37.903
-0.072,0.755,0.650,-34.729,-5.005,43.823
-0.240,0.630,0.549,-46.204,-4.272,47.913
-0.406,0.533,0.457,-52.673,-0.916,50.659
-0.534,0.447,0.388,-54.504,4.089,52.979
-0.632,0.370,0.352,-52.734,8.484,53.467
-0.711,0.315,0.341,-48.340,10.864,50.903
-0.768,0.293,0.344,-41.687,12.146,45.898
-0.792,0.297,0.362,-34.424,12.085,39.246
-0.800,0.312,0.389,-28.381,9.888,33.386
-0.808,0.332,0.403,-23.499,6.226,29.236
-0.819,0.345,0.410,-20.203,3.052,26.001
-0.834,0.349,0.410,-17.639,1.709,23.743
-0.848,0.356,0.417,-15.625,2.441,21.545
-0.857,0.369,0.428,-13.550,4.883,19.348
-0.862,0.375,0.449,-11.108,7.935,17.273
-0.862,0.379,0.479,-7.935,11.047,15.259
-0.849,0.387,0.515,-4.761,13.672,12.573
-0.835,0.401,0.559,-1.526,15.686,9.216
-0.803,0.424,0.607,0.305,16.663,6.592
-0.784,0.444,0.661,0.610,15.930,5.127
-0.772,0.452,0.711,-0.610,13.794,4.272
-0.742,0.467,0.735,-2.747,9.521,2.808
-0.700,0.490,0.730,-5.615,3.479,0.610
-0.660,0.522,0.705,-8.118,-1.709,-1.099
-0.627,0.547,0.676,-9.705,-4.272,-1.648
-0.603,0.554,0.656,-9.888,-4.395,-1.221
-0.580,0.562,0.631,-9.155,-3.601,-0.916
-0.556,0.584,0.616,-7.202,-2.502,-1.221
-0.539,0.608,0.613,-5.371,-0.610,-1.404
-0.521,0.619,0.612,-4.517,2.014,-0.183
-0.508,0.618,0.611,-4.395,4.883,1.953
-0.500,0.615,0.611,-4.944,7.507,3.601
-0.504,0.615,0.610,-5.432,8.850,5.005
-0.507,0.613,0.601,-5.432,7.507,7.141
-0.507,0.600,0.580,-5.066,4.761,9.399
-0.509,0.587,0.561,-3.784,2.686,11.353
-0.516,0.581,0.552,-1.343,1.404,13.123
-0.531,0.575,0.556,1.709,0.488,14.587
-0.546,0.563,0.565,4.211,-0.122,15.564
-0.565,0.553,0.571,5.432,0.549,15.869
-0.577,0.546,0.574,5.188,2.197,15.625
-0.585,0.542,0.579,4.517,4.089,14.954
-0.598,0.540,0.592,3.601,6.287,14.343
-0.609,0.534,0.608,2.258,7.751,14.282
-0.616,0.526,0.632,0.610,7.812,13.855
-0.624,0.523,0.657,-0.610,6.287,13.428
-0.630,0.522,0.673,-1.648,3.601,13.245
-0.631,0.522,0.668,-2.930,0.061,13.000
-0.633,0.521,0.647,-4.028,-3.174,12.146
-0.255,0.704,1.845,121.338,193.909,-54.810
-0.172,0.826,2.073,112.427,191.101,-51.697
-0.056,0.912,2.321,98.755,181.335,-44.067
0.008,0.990,2.500,78.064,161.804,-35.950
0.066,1.057,2.588,50.842,137.085,-29.419
0.102,1.172,2.591,21.545,115.906,-24.048
0.122,1.291,2.554,-4.333,99.731,-18.677
0.135,1.346,2.501,-23.926,87.280,-9.399
0.151,1.367,2.412,-41.199,75.745,3.540
0.164,1.344,2.285,-57.983,62.805,17.944
0.173,1.271,2.150,-70.435,53.162,35.034
0.180,1.183,2.035,-80.322,46.509,53.650
0.138,1.081,1.959,-89.844,41.870,73.242
0.046,0.943,1.892,-100.647,39.063,93.872
-0.043,0.796,1.823,-112.488,37.476,112.732
-0.123,0.653,1.733,-124.756,35.889,126.831
-0.198,0.508,1.638,-134.399,32.471,138.123
-0.255,0.350,1.539,-140.625,26.550,146.729
-0.289,0.204,1.429,-143.066,20.325,152.100
-0.299,0.067,1.322,-141.785,14.771,155.579
-0.340,-0.088,1.235,-136.902,8.545,159.363
-0.422,-0.269,1.216,-129.639,2.808,163.879
-0.578,-0.412,1.187,-120.850,-5.676,166.504
-0.711,-0.571,1.210,-108.154,-7.996,165.649
-0.852,-0.729,1.283,-93.079,-5.554,163.330
-0.993,-0.840,1.364,-80.200,-6.042,156.677
-1.099,-0.920,1.458,-69.946,-11.902,144.592
-1.151,-0.973,1.539,-62.683,-21.484,128.601
-1.173,-1.004,1.566,-58.838,-33.997,112.854
-1.195,-1.052,1.544,-57.922,-48.950,98.633
-1.201,-1.096,1.484,-57.434,-63.904,85.327
-1.229,-1.142,1.411,-55.298,-76.965,72.510
-1.270,-1.196,1.329,-50.781,-87.036,59.875
-1.299,-1.236,1.266,-44.312,-92.468,46.082
-1.319,-1.255,1.218,-37.903,-94.543,30.518
-1.318,-1.265,1.186,-30.701,-94.604,13.855
-1.299,-1.252,1.166,-22.583,-93.628,-3.601
-1.265,-1.238,1.157,-14.709,-92.346,-21.423
-1.250,-1.242,1.157,-7.019,-92.041,-38.757
-1.252,-1.220,1.165,0.122,-93.018,-55.237
-1.248,-1.193,1.192,9.094,-94.971,-70.801
-1.255,-1.168,1.225,19.714,-98.511,-85.388
-1.297,-1.146,1.264,30.701,-102.478,-98.938
-1.331,-1.120,1.320,41.565,-105.774,-112.488
-1.352,-1.071,1.381,50.781,-111.633,-127.380
-1.346,-0.993,1.381,53.833,-118.896,-145.203
-1.208,-0.932,1.366,50.171,-121.155,-165.283
-1.080,-0.793,1.264,39.307,-121.948,-187.073
-0.955,-0.655,1.118,20.325,-127.136,-207.092
-0.805,-0.538,0.962,4.456,-126.099,-222.656
-0.647,-0.430,0.777,-5.249,-125.061,-234.497
-0.451,-0.342,0.589,-8.179,-127.075,-246.338
-0.200,-0.249,0.437,-2.869,-130.005,-260.193
0.099,-0.087,0.349,13.489,-129.333,-276.550
0.584,0.128,0.355,40.466,-124.207,-294.678
1.214,0.400,0.542,78.857,-117.920,-309.082
1.731,0.733,0.926,122.986,-111.938,-309.387
1.999,1.077,1.396,158.020,-104.309,-287.109
2.107,1.343,1.760,157.104,-95.337,-249.634
2.056,1.472,1.819,113.098,-83.130,-209.534
1.999,1.506,1.541,39.490,-63.660,-175.293
1.947,1.458,1.140,-32.593,-37.598,-147.766
1.838,1.416,0.724,-81.970,-6.348,-122.681
1.687,1.408,0.364,-103.455,22.400,-94.177
1.460,1.346,0.123,-101.563,38.025,-60.913
1.143,1.210,0.018,-82.703,37.048,-23.804
0.781,1.048,-0.002,-57.190,24.536,8.789
0.437,0.863,0.022,-34.241,10.254,30.457
0.141,0.724,0.068,-17.090,1.465,40.466
-0.094,0.619,0.125,-7.690,-1.038,44.373
-0.295,0.514,0.185,-4.883,1.404,47.058
-0.479,0.412,0.256,-4.944,7.141,48.218
-0.615,0.332,0.313,-6.714,14.282,46.936
-0.680,0.279,0.373,-8.850,20.935,43.579
-0.709,0.245,0.435,-9.705,25.330,39.673
-0.720,0.229,0.503,-8.606,28.259,36.255
-0.731,0.232,0.574,-6.714,28.992,32.715
-0.739,0.250,0.635,-4.578,26.611,28.687
-0.729,0.278,0.691,-2.563,22.217,24.048
-0.699,0.319,0.730,-0.732,16.174,19.592
-0.677,0.368,0.748,0.122,10.254,16.113
-0.655,0.401,0.754,0.183,6.592,13.977
-0.638,0.423,0.751,-1.099,5.371,12.756
-0.613,0.437,0.739,-3.052,5.615,11.963
-0.589,0.451,0.735,-4.822,7.141,11.414
-0.583,0.462,0.743,-5.920,9.155,11.108
-0.583,0.483,0.762,-6.470,10.498,10.864
-0.583,0.497,0.785,-6.775,10.803,10.803
-0.594,0.510,0.793,-7.751,9.705,10.498
-0.607,0.521,0.789,-9.094,7.874,10.254
-0.621,0.523,0.776,-10.559,6.042,9.583
-0.633,0.524,0.753,-12.512,4.333,8.606
-0.633,0.525,0.732,-13.855,3.296,7.019
-0.623,0.526,0.729,-13.855,3.906,5.310
-0.615,0.538,0.738,-13.489,5.127,4.150
-0.608,0.558,0.744,-13.184,5.554,3.113
-0.594,0.580,0.743,-13.489,4.822,2.258
-0.578,0.601,0.737,-13.916,2.991,1.831
-0.551,0.627,0.725,-14.526,0.610,1.831
-0.525,0.645,0.706,-14.893,-2.625,3.357
-0.514,0.645,0.678,-15.198,-5.493,6.592
-0.518,0.629,0.649,-15.137,-7.141,10.132
-0.536,0.597,0.634,-13.733,-7.446,13.000
-0.551,0.568,0.625,-11.719,-6.775,14.221
-0.564,0.540,0.622,-9.888,-4.944,13.855
-0.587,0.512,0.626,-7.324,-2.136,12.939
-0.606,0.492,0.632,-5.676,1.648,11.353
-0.613,0.485,0.645,-4.822,5.066,8.789
-0.608,0.491,0.666,-3.845,6.409,6.042
-0.596,0.499,0.687,-2.869,5.127,4.211
-0.575,0.506,0.699,-2.136,1.404,3.662
-0.568,0.513,0.703,-1.770,-3.296,3.967
-0.569,0.508,0.697,-2.563,-6.165,4.456
-0.571,0.499,0.679,-4.333,-7.019,4.517
-0.572,0.490,0.667,-6.531,-6.287,4.028
-0.576,0.490,0.658,-7.935,-4.517,2.625
-0.569,0.497,0.643,-8.972,-2.197,0.549
-0.556,0.514,0.628,-8.911,-0.061,-1.343
-0.538,0.532,0.613,-8.423,0.977,-2.502
-0.264,0.800,2.249,117.065,138.672,-14.221
-0.315,0.869,2.548,103.027,131.653,-7.874
-0.351,0.921,2.763,81.970,122.803,-5.066
-0.350,0.980,2.853,54.199,111.572,-6.348
-0.313,1.050,2.803,24.231,96.497,-9.888
-0.259,1.126,2.621,-3.540,78.613,-11.597
-0.190,1.212,2.365,-25.513,61.279,-9.705
-0.101,1.286,2.126,-39.551,48.035,-3.906
-0.019,1.332,1.933,-46.265,38.818,6.958
0.059,1.317,1.794,-49.255,33.325,23.010
0.104,1.276,1.689,-52.063,31.250,40.771
0.109,1.208,1.610,-55.786,32.349,57.922
0.095,1.125,1.543,-61.890,35.889,73.669
0.054,1.036,1.471,-69.824,39.124,88.318
-0.015,0.908,1.416,-77.332,41.077,101.990
-0.075,0.761,1.366,-83.679,41.443,114.563
-0.119,0.626,1.316,-88.379,39.490,124.756
-0.150,0.503,1.269,-90.881,36.194,133.789
-0.200,0.373,1.242,-91.980,32.837,142.822
-0.277,0.222,1.234,-92.468,30.212,152.588
-0.401,0.033,1.255,-92.468,29.663,161.987
-0.552,-0.174,1.320,-91.431,31.799,168.457
-0.719,-0.343,1.398,-89.600,32.471,168.213
-0.849,-0.469,1.473,-88.135,29.175,160.767
-0.924,-0.545,1.523,-85.510,22.888,150.269
-0.973,-0.602,1.549,-81.055,12.451,140.869
-1.012,-0.670,1.569,-76.416,-2.991,133.362
-1.050,-0.747,1.568,-73.486,-22.522,126.404
-1.081,-0.834,1.530,-71.289,-42.542,119.263
-1.083,-0.921,1.455,-68.787,-59.570,111.328
-1.085,-1.000,1.365,-65.308,-72.327,103.638
-1.120,-1.082,1.287,-60.608,-80.811,97.107
-1.190,-1.172,1.239,-53.650,-85.266,89.355
-1.267,-1.258,1.219,-44.556,-85.815,77.209
-1.339,-1.331,1.224,-35.889,-82.153,59.692
-1.381,-1.364,1.246,-28.320,-76.172,39.246
-1.383,-1.385,1.275,-23.010,-71.655,18.372
-1.366,-1.400,1.295,-17.822,-69.092,-0.488
-1.335,-1.408,1.292,-12.634,-69.702,-17.395
-1.308,-1.396,1.283,-7.690,-74.158,-34.912
-1.294,-1.387,1.284,-1.770,-80.933,-51.941
-1.297,-1.373,1.311,6.165,-88.318,-66.711
-1.326,-1.361,1.334,15.381,-97.290,-80.688
-1.382,-1.366,1.356,25.085,-107.300,-95.581
-1.463,-1.365,1.352,34.302,-115.356,-112.732
-1.473,-1.359,1.385,41.504,-117.737,-131.958
-1.479,-1.327,1.387,44.556,-119.385,-153.931
-1.452,-1.326,1.376,42.786,-122.681,-177.124
-1.338,-1.271,1.324,37.537,-122.681,-202.026
-1.122,-1.121,1.199,28.809,-123.413,-229.553
-0.887,-0.957,1.044,19.714,-127.319,-254.028
-0.619,-0.786,0.877,13.306,-133.240,-272.888
-0.349,-0.629,0.669,10.376,-140.808,-287.292
-0.043,-0.505,0.502,13.672,-144.775,-297.241
0.277,-0.339,0.394,23.560,-144.714,-305.725
0.686,-0.104,0.327,38.574,-140.320,-315.125
1.254,0.217,0.350,58.228,-131.592,-322.266
1.816,0.655,0.551,84.045,-122.131,-314.697
2.144,1.118,0.865,107.361,-112.793,-283.813
2.302,1.452,1.113,112.854,-102.539,-237.488
2.372,1.583,1.233,94.238,-89.661,-187.622
2.306,1.635,1.206,61.340,-67.810,-142.212
2.138,1.642,1.126,24.902,-39.795,-108.154
1.993,1.609,1.008,-10.925,-10.376,-82.825
1.791,1.573,0.850,-41.382,15.625,-59.387
1.508,1.509,0.686,-59.387,29.968,-36.621
1.181,1.393,0.526,-62.561,30.212,-15.320
0.841,1.235,0.385,-54.016,18.494,2.747
0.509,1.075,0.286,-39.368,-1.099,18.433
0.195,0.917,0.251,-24.841,-20.691,32.959
-0.078,0.769,0.257,-15.747,-30.823,46.387
-0.309,0.631,0.265,-13.977,-29.114,56.091
-0.492,0.496,0.264,-17.761,-18.738,60.364
-0.617,0.397,0.250,-24.414,-6.104,57.617
-0.702,0.352,0.221,-29.724,4.272,49.927
-0.757,0.324,0.214,-29.663,12.207,42.297
-0.791,0.297,0.254,-23.865,16.541,36.682
-0.814,0.279,0.322,-13.245,15.076,32.898
-0.837,0.270,0.389,-2.869,8.911,29.907
-0.836,0.267,0.470,4.517,3.235,27.100
-0.825,0.276,0.561,8.240,0.916,24.536
-0.830,0.292,0.633,7.812,1.831,21.423
-0.826,0.314,0.660,3.784,5.066,17.639
-0.812,0.347,0.656,-1.221,8.850,13.306
-0.788,0.371,0.636,-4.944,11.780,9.155
-0.760,0.388,0.619,-6.104,12.878,6.531
-0.735,0.408,0.618,-4.150,12.085,4.822
-0.728,0.437,0.630,-0.671,10.010,3.540
-0.736,0.452,0.660,2.197,8.362,2.930
-0.749,0.449,0.716,4.150,8.423,2.930
-0.762,0.440,0.771,3.479,10.193,1.892
-0.762,0.437,0.808,-0.671,11.414,-0.305
-0.744,0.442,0.797,-6.287,10.071,-3.174
-0.716,0.457,0.752,-11.230,7.629,-5.676
-0.689,0.479,0.704,-14.282,5.798,-7.385
-0.648,0.496,0.682,-14.160,5.615,-8.423
-0.618,0.506,0.689,-12.085,5.798,-9.155
-0.571,0.525,0.689,-10.010,4.333,-9.949
-0.523,0.548,0.677,-8.423,0.977,-10.620
-0.479,0.573,0.643,-7.385,-2.258,-10.498
-0.440,0.599,0.604,-6.958,-3.540,-9.277
-0.430,0.620,0.572,-6.714,-2.319,-6.592
-0.430,0.615,0.561,-5.798,0.977,-2.502
-0.442,0.603,0.571,-4.944,4.578,2.136
-0.458,0.597,0.592,-4.333,6.470,5.615
-0.469,0.593,0.601,-4.211,6.348,8.301
-0.476,0.585,0.599,-4.150,4.822,10.803
-0.492,0.572,0.595,-3.540,3.662,13.123
-0.518,0.553,0.605,-2.197,3.235,15.442
-0.567,0.526,0.630,-0.610,3.418,17.212
-0.615,0.499,0.660,1.282,2.991,18.005
-0.649,0.481,0.674,2.197,0.977,17.456
-0.671,0.466,0.680,2.014,-1.099,15.686
-0.686,0.456,0.678,0.793,-1.404,13.733
-0.697,0.449,0.673,-0.610,0.061,12.024
-0.704,0.446,0.662,-2.869,2.441,9.705
-0.695,0.452,0.648,-5.188,4.700,7.324
-0.679,0.458,0.638,-6.592,5.981,5.066
-0.661,0.468,0.625,-7.141,5.981,3.418
0.323,0.840,1.771,97.534,126.038,-51.697
0.418,0.904,2.002,98.816,119.263,-37.964
0.460,0.965,2.227,93.018,116.760,-24.780
0.469,1.024,2.378,78.796,116.882,-12.207
0.457,1.109,2.423,56.213,116.333,-1.770
0.424,1.218,2.352,30.945,110.474,8.057
0.398,1.275,2.232,8.728,99.304,20.020
0.339,1.267,2.075,-8.545,85.327,36.377
0.264,1.203,1.940,-19.714,73.364,55.725
0.178,1.120,1.867,-25.391,65.063,74.829
0.076,0.989,1.841,-28.809,60.974,92.163
-0.018,0.847,1.821,-34.363,59.998,105.774
-0.113,0.725,1.793,-42.908,59.509,114.990
-0.194,0.622,1.772,-50.964,58.533,121.399
-0.268,0.534,1.740,-57.922,55.420,128.113
-0.345,0.430,1.697,-64.575,49.500,135.620
-0.408,0.314,1.652,-69.946,40.771,142.639
-0.452,0.201,1.607,-73.730,30.701,147.644
-0.484,0.062,1.561,-77.087,19.714,151.611
-0.537,-0.110,1.503,-79.895,9.705,155.762
-0.653,-0.294,1.464,-80.811,2.014,159.485
-0.760,-0.442,1.414,-80.017,-4.272,159.058
-0.844,-0.552,1.371,-77.271,-7.935,153.931
-0.908,-0.632,1.348,-73.608,-11.169,147.339
-0.953,-0.696,1.347,-70.251,-16.479,139.587
-0.982,-0.751,1.367,-68.176,-23.865,130.737
-1.025,-0.810,1.372,-67.688,-33.691,121.948
-1.074,-0.879,1.370,-67.200,-42.542,113.403
-1.112,-0.940,1.348,-66.162,-52.673,103.821
-1.149,-1.008,1.325,-63.599,-64.758,93.079
-1.180,-1.105,1.312,-58.655,-76.416,82.031
-1.254,-1.188,1.265,-51.392,-84.229,70.374
-1.306,-1.245,1.230,-41.687,-88.074,57.068
-1.333,-1.259,1.208,-31.311,-89.050,40.894
-1.336,-1.276,1.220,-21.606,-87.341,22.644
-1.319,-1.269,1.260,-13.672,-84.412,4.700
-1.315,-1.251,1.346,-9.766,-83.923,-11.780
-1.353,-1.281,1.436,-9.827,-86.121,-26.123
-1.413,-1.335,1.512,-10.803,-88.623,-40.283
-1.477,-1.370,1.579,-10.071,-91.980,-56.519
-1.533,-1.395,1.636,-8.057,-98.572,-74.158
-1.571,-1.434,1.667,-5.066,-106.812,-91.797
-1.595,-1.453,1.670,-2.991,-116.028,-110.229
-1.606,-1.442,1.635,-2.319,-126.343,-129.883
-1.630,-1.432,1.544,-1.038,-134.460,-149.353
-1.590,-1.473,1.536,2.991,-134.094,-169.006
-1.595,-1.449,1.510,3.601,-137.512,-191.406
-1.563,-1.440,1.485,0.122,-143.433,-214.783
-1.426,-1.429,1.412,-7.019,-143.982,-237.793
-1.193,-1.357,1.304,-21.912,-142.090,-263.184
-0.922,-1.315,1.216,-43.823,-137.329,-288.818
-0.514,-1.233,1.130,-65.002,-132.507,-312.195
0.028,-1.046,1.028,-73.547,-137.024,-333.252
0.667,-0.733,0.934,-68.542,-152.405,-346.130
1.449,-0.268,0.846,-55.176,-169.800,-346.802
2.250,0.344,0.808,-34.912,-181.763,-335.632
2.772,0.952,0.838,-12.695,-180.603,-307.617
3.056,1.452,0.796,-5.493,-160.522,-262.756
3.176,1.714,0.646,-18.066,-128.357,-214.844
3.093,1.835,0.427,-37.537,-86.182,-170.837
2.938,1.875,0.229,-52.185,-37.964,-134.949
2.755,1.898,0.076,-60.120,3.906,-103.027
2.488,1.907,-0.067,-59.387,22.888,-69.824
2.117,1.822,-0.211,-49.438,17.029,-33.875
1.657,1.644,-0.334,-31.006,-0.305,2.014
1.165,1.390,-0.380,-8.484,-14.282,29.907
0.693,1.111,-0.311,11.658,-20.203,47.363
0.278,0.856,-0.223,21.790,-16.907,60.608
-0.072,0.636,-0.175,20.996,-8.606,70.496
-0.352,0.457,-0.167,14.954,-2.136,75.195
-0.560,0.344,-0.151,11.353,5.188,76.050
-0.721,0.264,-0.089,13.306,13.306,73.669
-0.837,0.212,0.021,18.555,18.860,68.298
-0.946,0.167,0.158,23.926,21.057,61.829
-1.040,0.117,0.318,29.114,22.522,55.176
-1.091,0.098,0.489,34.058,23.376,46.814
-1.105,0.125,0.648,37.048,21.301,36.499
-1.087,0.168,0.775,37.048,16.174,27.222
-1.041,0.207,0.872,34.302,10.071,18.860
-0.978,0.266,0.933,28.076,6.165,10.742
-0.902,0.337,0.941,18.738,5.859,3.479
-0.820,0.401,0.902,8.728,7.629,-2.197
-0.737,0.458,0.845,0.671,8.789,-5.432
-0.671,0.507,0.783,-3.174,7.812,-6.714
-0.639,0.539,0.735,-2.563,5.554,-5.920
-0.633,0.549,0.720,-0.122,3.906,-3.967
-0.651,0.542,0.730,1.953,4.211,-2.319
-0.672,0.526,0.744,2.258,5.981,-2.014
-0.681,0.518,0.753,1.648,5.981,-3.113
-0.673,0.527,0.747,0.061,3.845,-5.127
-0.661,0.539,0.726,-1.831,1.770,-6.836
-0.636,0.553,0.695,-3.906,1.404,-7.751
-0.608,0.565,0.675,-5.554,2.319,-8.362
-0.576,0.588,0.665,-6.348,2.930,-8.850
-0.538,0.620,0.648,-5.981,0.854,-7.996
-0.504,0.636,0.618,-4.883,-3.296,-5.859
-0.479,0.643,0.593,-2.686,-6.470,-3.052
-0.470,0.640,0.573,-0.610,-7.263,0.305
-0.472,0.624,0.558,0.488,-5.493,3.113
-0.478,0.614,0.555,1.343,-2.747,5.005
-0.485,0.607,0.550,1.770,0.549,6.409
-0.494,0.594,0.555,1.831,3.845,8.118
-0.514,0.574,0.575,2.563,7.141,10.010
-0.548,0.547,0.612,3.845,9.888,11.841
-0.578,0.521,0.652,4.700,10.498,12.878
-0.600,0.502,0.680,4.944,8.789,13.123
-0.615,0.489,0.688,4.395,6.042,13.000
-0.623,0.482,0.689,3.784,3.052,12.207
-0.634,0.474,0.688,3.723,0.183,11.292
-0.644,0.469,0.677,2.991,-1.648,9.949
-0.646,0.470,0.660,1.526,-2.014,8.362
-0.646,0.474,0.643,-0.244,-1.038,6.653
-0.640,0.476,0.634,-1.953,0.916,5.127
-0.641,0.477,0.640,-3.174,3.357,4.028
-0.634,0.477,0.655,-4.395,5.005,3.052
-0.622,0.482,0.664,-5.676,5.432,1.953
-0.619,0.486,0.654,-7.080,4.822,0.977
-0.608,0.494,0.635,-8.118,3.784,-0.305
-0.591,0.505,0.610,-9.216,3.479,-1.587
0.413,0.455,2.229,193.420,198.669,-54.138
0.283,0.554,2.514,169.739,182.861,-32.776
0.096,0.548,2.644,133.789,160.706,-15.625
-0.116,0.535,2.587,89.722,143.372,-9.644
-0.228,0.540,2.445,46.082,135.742,-15.686
-0.240,0.586,2.277,12.878,134.033,-27.405
-0.226,0.631,2.128,-7.385,133.423,-34.973
-0.185,0.695,2.007,-18.188,130.127,-37.170
-0.129,0.785,1.938,-21.240,123.291,-35.889
-0.020,0.927,1.896,-19.348,113.525,-32.654
0.111,1.083,1.913,-15.503,100.830,-26.001
0.196,1.198,1.936,-12.329,85.388,-11.353
0.232,1.260,1.958,-12.695,70.496,8.789
0.223,1.252,1.975,-19.897,60.303,30.701
0.188,1.214,1.942,-35.583,54.199,50.842
0.105,1.132,1.880,-54.993,52.490,67.810
0.009,1.009,1.789,-73.975,55.237,82.947
-0.053,0.931,1.664,-90.820,59.204,94.116
-0.072,0.847,1.546,-101.257,61.340,103.027
-0.092,0.734,1.453,-105.774,59.021,113.281
-0.144,0.599,1.378,-105.774,52.795,125.854
-0.162,0.449,1.341,-102.905,46.204,139.343
-0.275,0.274,1.362,-98.633,38.269,153.137
-0.413,0.079,1.417,-92.529,32.959,165.405
-0.501,-0.089,1.446,-86.609,29.175,172.119
-0.617,-0.289,1.607,-83.008,19.165,172.180
-0.701,-0.476,1.649,-83.740,0.366,168.396
-0.802,-0.622,1.631,-80.688,-8.728,163.391
-0.814,-0.714,1.639,-74.585,-5.310,157.532
-0.887,-0.762,1.677,-72.815,-15.259,149.231
-0.923,-0.842,1.707,-73.181,-30.396,140.442
-0.972,-0.947,1.725,-71.777,-40.283,133.179
-1.046,-1.004,1.691,-71.350,-47.424,126.282
-1.090,-1.055,1.639,-71.533,-56.946,116.760
-1.105,-1.127,1.567,-70.984,-69.031,103.394
-1.107,-1.162,1.470,-69.153,-80.505,88.623
-1.100,-1.184,1.386,-64.941,-90.149,73.547
-1.099,-1.210,1.341,-57.068,-96.863,59.875
-1.116,-1.244,1.330,-46.509,-100.403,47.607
-1.150,-1.269,1.339,-34.241,-102.417,34.485
-1.168,-1.278,1.381,-22.095,-104.187,19.287
-1.194,-1.288,1.433,-12.329,-106.262,4.211
-1.250,-1.308,1.487,-5.798,-108.582,-8.240
-1.300,-1.330,1.537,-2.197,-110.901,-21.973
-1.363,-1.368,1.586,-0.549,-112.976,-37.537
-1.455,-1.418,1.649,0.427,-115.112,-52.490
-1.579,-1.487,1.702,1.709,-119.507,-69.031
-1.664,-1.532,1.719,1.160,-127.136,-90.271
-1.669,-1.500,1.678,-2.869,-138.977,-117.004
-1.594,-1.422,1.532,-9.338,-152.527,-145.081
-1.398,-1.377,1.396,-15.381,-158.020,-170.776
-1.221,-1.266,1.187,-25.208,-164.795,-194.702
-1.027,-1.154,0.964,-34.241,-169.983,-216.187
-0.847,-1.037,0.750,-36.743,-169.006,-232.300
-0.665,-0.919,0.590,-32.471,-166.748,-245.056
-0.504,-0.806,0.466,-23.682,-168.945,-256.531
-0.347,-0.712,0.368,-10.803,-173.523,-264.771
-0.134,-0.593,0.292,3.418,-177.124,-271.790
0.185,-0.436,0.263,15.930,-178.223,-277.161
0.526,-0.239,0.310,25.452,-174.194,-276.611
0.849,-0.021,0.380,31.128,-162.720,-268.188
1.199,0.236,0.447,35.095,-145.508,-258.057
1.625,0.580,0.540,43.274,-127.686,-248.840
2.009,0.967,0.770,59.509,-112.122,-233.215
2.148,1.283,1.015,71.594,-99.060,-199.036
2.136,1.455,1.115,65.430,-86.609,-153.564
2.046,1.514,1.134,49.194,-70.801,-114.563
1.942,1.582,1.105,31.799,-50.598,-87.952
1.864,1.639,1.096,17.151,-28.748,-71.350
1.712,1.671,1.072,2.808,-10.559,-55.969
1.452,1.643,0.950,-13.733,-0.183,-38.818
1.133,1.545,0.739,-29.602,2.258,-22.522
0.802,1.387,0.545,-38.757,-1.343,-7.996
0.484,1.224,0.382,-41.138,-9.094,4.822
0.192,1.070,0.270,-38.879,-19.104,17.517
-0.082,0.916,0.204,-34.546,-26.184,30.640
-0.340,0.759,0.155,-30.823,-28.198,41.870
-0.540,0.612,0.126,-29.236,-26.184,46.997
-0.674,0.507,0.117,-28.992,-20.935,45.410
-0.762,0.423,0.110,-29.480,-14.709,41.016
-0.820,0.356,0.096,-29.846,-8.118,35.828
-0.864,0.311,0.079,-27.466,-3.967,31.006
-0.880,0.298,0.085,-20.752,-3.601,26.306
-0.873,0.297,0.128,-10.986,-5.798,21.912
-0.858,0.314,0.185,-1.648,-7.385,19.287
-0.831,0.341,0.249,5.859,-6.775,17.578
-0.813,0.367,0.314,10.132,-4.395,15.869
-0.798,0.393,0.377,11.047,0.000,14.099
-0.786,0.417,0.422,8.911,5.188,12.146
-0.773,0.433,0.446,5.066,9.583,10.193
-0.760,0.454,0.458,2.136,11.353,8.423
-0.755,0.479,0.463,1.465,10.742,7.385
-0.749,0.491,0.487,2.686,9.705,7.019
-0.750,0.491,0.535,4.700,9.705,6.775
-0.760,0.492,0.593,5.920,9.644,6.042
-0.758,0.492,0.636,5.737,8.118,4.822
