aX,aY,aZ,gX,gY,gZ
0.220,0.360,-0.722,13.184,13.428,-4.883
0.219,0.283,-0.708,13.672,12.451,-1.099
0.269,0.221,-0.717,9.705,9.155,-3.540
0.361,0.171,-0.761,2.502,5.188,-7.568
0.482,0.097,-0.794,-6.104,-0.549,-11.963
0.560,0.015,-0.838,-17.944,-8.362,-16.357
0.640,-0.047,-0.866,-32.349,-17.212,-23.132
0.714,-0.096,-0.891,-49.866,-27.100,-33.325
0.787,-0.147,-0.898,-67.444,-34.119,-45.410
0.822,-0.199,-0.909,-80.139,-35.400,-58.350
0.871,-0.236,-0.893,-88.623,-31.677,-74.646
0.915,-0.232,-0.900,-96.497,-25.085,-95.154
0.963,-0.196,-0.914,-106.079,-18.127,-117.371
1.036,-0.139,-0.942,-119.385,-14.648,-134.338
1.109,-0.124,-0.987,-134.583,-11.963,-145.447
1.152,-0.137,-1.010,-145.569,-7.202,-152.649
1.220,-0.158,-0.976,-149.780,-0.732,-159.668
1.309,-0.214,-0.920,-152.283,8.667,-171.509
1.383,-0.291,-0.875,-155.579,14.648,-190.308
1.375,-0.349,-0.861,-165.222,14.099,-214.722
1.265,-0.362,-0.903,-186.218,7.996,-239.380
1.132,-0.304,-0.983,-216.309,0.427,-258.728
1.002,-0.265,-1.022,-246.277,-4.639,-270.996
0.847,-0.232,-1.010,-270.203,-7.019,-274.780
0.744,-0.253,-0.950,-280.640,-10.742,-271.851
0.747,-0.348,-0.884,-277.710,-14.893,-268.127
0.738,-0.492,-0.813,-268.494,-20.081,-267.639
0.697,-0.606,-0.786,-262.451,-26.184,-272.339
0.647,-0.634,-0.761,-264.038,-30.151,-283.691
0.562,-0.678,-0.755,-270.630,-35.583,-295.410
0.474,-0.697,-0.781,-275.146,-44.678,-299.316
0.392,-0.695,-0.778,-275.024,-53.284,-296.997
0.279,-0.698,-0.774,-271.912,-57.617,-292.358
0.163,-0.728,-0.779,-264.343,-57.068,-288.635
0.092,-0.678,-0.723,-252.808,-48.950,-288.452
-0.007,-0.580,-0.608,-236.511,-37.537,-286.194
-0.053,-0.503,-0.446,-215.759,-24.597,-274.597
-0.071,-0.478,-0.280,-197.083,-13.367,-252.197
-0.127,-0.491,-0.155,-184.692,-9.277,-224.792
-0.261,-0.531,-0.098,-182.068,-17.761,-203.125
-0.359,-0.588,-0.106,-185.181,-35.889,-193.237
-0.374,-0.620,-0.170,-189.331,-52.917,-191.467
-0.456,-0.594,-0.273,-190.796,-62.317,-191.406
-0.590,-0.520,-0.375,-184.082,-66.650,-191.345
-0.693,-0.488,-0.426,-167.725,-60.486,-187.805
-0.757,-0.441,-0.403,-144.165,-42.542,-180.420
-0.764,-0.413,-0.327,-118.469,-20.813,-168.396
-0.729,-0.422,-0.222,-95.581,-2.319,-151.855
-0.698,-0.448,-0.133,-75.012,7.812,-134.521
-0.704,-0.473,-0.083,-60.181,6.165,-124.329
-0.740,-0.493,-0.085,-56.030,-4.089,-118.103
-0.832,-0.490,-0.140,-56.824,-16.296,-110.718
-0.944,-0.503,-0.219,-57.922,-27.710,-103.577
-0.998,-0.489,-0.283,-59.509,-34.180,-97.656
-1.045,-0.435,-0.353,-58.777,-32.471,-88.867
-1.117,-0.406,-0.393,-51.147,-21.484,-76.111
-1.110,-0.426,-0.346,-34.912,-3.418,-63.354
-1.046,-0.483,-0.252,-17.822,14.709,-53.223
-0.984,-0.510,-0.164,-7.812,25.879,-45.105
-0.950,-0.509,-0.107,-4.822,26.855,-38.574
-0.926,-0.519,-0.064,-3.784,20.813,-32.715
-0.920,-0.543,-0.034,-3.540,11.353,-26.367
-0.952,-0.579,-0.022,-5.737,0.000,-17.151
-0.946,-0.645,-0.026,-8.911,-10.803,-4.944
-0.888,-0.754,-0.065,-11.353,-20.203,4.639
-0.852,-0.850,-0.118,-14.160,-27.344,7.263
-0.849,-0.887,-0.202,-14.832,-28.564,3.296
-0.843,-0.885,-0.246,-9.766,-22.156,-4.761
-0.836,-0.877,-0.239,-0.854,-10.742,-12.817
-0.822,-0.867,-0.198,8.545,0.488,-18.494
-0.796,-0.862,-0.137,14.648,8.362,-20.752
-0.765,-0.878,-0.074,15.564,10.376,-20.081
-0.746,-0.900,-0.025,10.681,6.470,-17.395
-0.724,-0.920,-0.001,0.427,-1.526,-14.832
-0.711,-0.907,-0.001,-11.902,-9.888,-12.024
-0.699,-0.882,-0.003,-22.034,-17.578,-10.010
-0.673,-0.868,-0.018,-27.649,-23.743,-9.583
-0.659,-0.847,-0.047,-29.846,-26.733,-10.071
-0.653,-0.820,-0.069,-27.039,-25.146,-11.414
-0.645,-0.803,-0.075,-19.958,-19.836,-13.245
-0.647,-0.803,-0.063,-10.742,-12.573,-15.015
-0.646,-0.805,-0.038,-2.563,-5.554,-15.564
-0.636,-0.799,-0.014,3.418,0.000,-14.526
-0.623,-0.802,0.012,6.592,2.686,-12.695
-0.613,-0.810,0.034,5.981,1.831,-9.949
-0.602,-0.803,0.038,2.258,-1.343,-6.836
-0.587,-0.809,0.038,-3.357,-6.042,-4.578
-0.573,-0.814,0.030,-8.362,-10.986,-2.625
-0.567,-0.823,0.004,-13.062,-15.137,-1.465
-0.576,-0.816,-0.020,-15.137,-17.273,-2.441
-0.576,-0.815,-0.049,-13.489,-16.724,-4.211
-0.590,-0.800,-0.072,-8.057,-13.184,-6.226
-0.601,-0.779,-0.078,-0.977,-7.874,-8.667
-0.615,-0.755,-0.068,7.324,-1.953,-8.911
-0.612,-0.762,-0.042,14.160,3.418,-7.080
1.632,0.658,-0.683,131.226,-109.436,96.680
1.720,0.650,-0.857,113.708,-127.197,88.257
1.780,0.828,-1.049,104.126,-132.263,80.688
1.883,0.874,-1.233,96.313,-124.695,86.914
1.892,0.696,-1.379,81.482,-105.591,112.732
1.815,0.431,-1.444,69.031,-83.984,141.541
1.656,0.113,-1.361,58.228,-57.129,155.457
1.442,-0.377,-1.136,41.992,-28.015,143.311
1.285,-0.731,-0.747,13.794,-7.263,112.122
1.211,-0.905,-0.392,-30.396,5.127,80.994
1.232,-0.819,-0.210,-67.810,4.761,49.438
1.127,-0.566,-0.283,-70.801,-4.272,28.320
0.930,-0.333,-0.573,-33.630,-12.085,14.893
0.743,-0.207,-0.863,24.292,-7.446,1.831
0.655,-0.090,-1.037,76.721,9.888,-10.986
0.614,0.064,-1.073,98.755,29.053,-20.325
0.541,0.212,-1.048,82.703,38.574,-23.560
0.395,0.251,-1.063,41.077,37.292,-27.100
0.386,0.354,-0.943,-3.662,31.921,-38.452
0.222,0.492,-0.867,-43.274,19.104,-44.373
0.101,0.634,-0.789,-72.632,7.874,-47.241
0.050,0.778,-0.743,-83.008,2.258,-41.931
0.056,0.840,-0.718,-72.510,2.502,-26.611
0.056,0.754,-0.676,-42.053,6.592,-4.578
0.126,0.576,-0.640,-2.808,11.902,15.991
0.225,0.382,-0.651,31.433,17.944,30.151
0.324,0.165,-0.667,51.697,19.531,35.034
0.396,0.002,-0.714,54.810,18.127,31.311
0.483,-0.081,-0.791,43.030,15.808,20.752
0.572,-0.105,-0.874,23.376,13.000,6.592
0.637,-0.120,-0.951,0.610,9.155,-7.263
0.700,-0.103,-1.031,-21.729,4.944,-21.057
0.757,-0.099,-1.072,-41.016,1.587,-35.278
0.816,-0.120,-1.091,-56.702,0.732,-48.584
0.827,-0.142,-1.096,-68.298,2.930,-61.157
0.869,-0.169,-1.075,-76.477,10.681,-76.416
0.939,-0.196,-0.985,-80.139,22.888,-95.215
1.035,-0.209,-0.878,-82.642,37.109,-117.798
1.135,-0.193,-0.781,-88.501,46.021,-142.456
1.239,-0.158,-0.709,-99.670,46.509,-165.283
1.371,-0.129,-0.698,-116.272,40.161,-183.838
1.478,-0.106,-0.731,-136.963,27.344,-201.294
1.546,-0.080,-0.775,-166.626,9.888,-218.323
1.604,-0.053,-0.862,-209.900,-8.423,-232.727
1.561,-0.061,-0.995,-260.437,-22.827,-246.338
1.434,-0.028,-1.106,-305.298,-31.067,-260.986
1.255,0.076,-1.139,-338.074,-31.555,-274.475
1.102,0.196,-1.097,-359.436,-27.100,-282.166
0.961,0.242,-0.991,-363.098,-24.780,-279.846
0.814,0.171,-0.849,-346.436,-25.391,-268.250
0.771,-0.034,-0.719,-315.063,-29.907,-251.770
0.756,-0.305,-0.692,-280.884,-38.940,-241.638
0.708,-0.519,-0.748,-257.996,-49.561,-245.178
0.654,-0.662,-0.802,-249.207,-55.298,-261.780
0.573,-0.722,-0.832,-253.174,-57.373,-282.776
0.468,-0.724,-0.865,-262.451,-57.983,-299.500
0.340,-0.724,-0.875,-270.569,-62.073,-309.814
0.213,-0.648,-0.853,-271.729,-65.247,-317.627
0.083,-0.534,-0.779,-264.221,-64.941,-323.181
-0.024,-0.476,-0.647,-246.826,-61.890,-320.007
-0.041,-0.523,-0.506,-222.961,-57.861,-308.167
-0.063,-0.638,-0.426,-202.942,-54.565,-295.349
-0.140,-0.685,-0.380,-194.153,-57.617,-289.612
-0.247,-0.604,-0.376,-197.632,-65.491,-289.124
-0.400,-0.456,-0.393,-204.834,-74.219,-284.790
-0.546,-0.373,-0.419,-203.796,-80.994,-270.264
-0.632,-0.338,-0.452,-190.918,-84.595,-250.244
-0.716,-0.322,-0.478,-169.312,-83.435,-234.497
-0.785,-0.335,-0.487,-144.348,-78.491,-225.403
-0.854,-0.340,-0.472,-118.469,-67.566,-214.661
-0.937,-0.281,-0.494,-94.116,-52.002,-199.341
-1.045,-0.265,-0.484,-73.120,-35.583,-179.382
-1.057,-0.264,-0.457,-57.251,-17.029,-156.006
-1.036,-0.283,-0.410,-51.636,0.244,-133.057
-1.025,-0.335,-0.379,-53.894,8.057,-114.258
-1.034,-0.423,-0.375,-60.364,6.104,-100.891
-1.072,-0.456,-0.379,-69.153,0.977,-92.590
-1.125,-0.436,-0.404,-76.172,-2.319,-84.656
-1.167,-0.453,-0.405,-78.796,-0.671,-75.562
-1.169,-0.490,-0.357,-77.087,7.507,-66.467
-1.131,-0.549,-0.288,-72.449,18.799,-59.082
-1.073,-0.595,-0.206,-66.284,27.893,-56.946
-1.033,-0.616,-0.132,-60.730,30.396,-59.448
-1.013,-0.604,-0.085,-57.739,26.978,-59.875
-1.001,-0.594,-0.052,-57.800,19.958,-55.786
-0.964,-0.600,-0.041,-59.082,11.108,-49.500
-0.939,-0.595,-0.063,-60.059,1.343,-42.053
-0.948,-0.589,-0.104,-56.946,-7.202,-35.889
-0.964,-0.586,-0.141,-46.631,-12.207,-31.067
-0.944,-0.584,-0.162,-29.785,-12.085,-27.588
-0.920,-0.592,-0.175,-11.047,-9.155,-24.658
-0.905,-0.607,-0.177,6.714,-5.432,-20.874
-0.875,-0.646,-0.165,20.264,-0.916,-17.029
-0.839,-0.702,-0.135,26.123,3.052,-12.939
-0.810,-0.758,-0.082,23.865,5.859,-8.545
-0.776,-0.795,-0.016,15.442,6.287,-5.798
-0.739,-0.818,0.030,2.319,2.258,-5.676
-0.723,-0.812,0.043,-11.292,-5.676,-6.897
-0.720,-0.784,0.023,-22.827,-14.221,-8.362
-0.729,-0.753,-0.014,-29.114,-20.691,-9.216
-0.740,-0.730,-0.054,-28.748,-22.766,-9.583
-0.765,-0.701,-0.074,-21.179,-21.240,-8.606
-0.755,-0.690,-0.094,-10.010,-17.090,-6.042
-0.764,-0.700,-0.117,2.014,-11.108,-2.319
-0.743,-0.715,-0.122,13.611,-3.357,2.380
-0.718,-0.751,-0.107,23.376,5.066,6.714
-0.682,-0.793,-0.067,30.273,11.719,8.179
-0.653,-0.819,-0.032,30.945,13.306,6.714
-0.641,-0.817,-0.010,25.818,10.132,4.761
-0.633,-0.810,-0.006,17.212,4.761,3.723
-0.636,-0.802,-0.007,6.958,-1.343,3.540
-0.649,-0.789,-0.008,-3.174,-7.385,4.578
-0.647,-0.791,-0.009,-10.498,-11.292,6.531
-0.629,-0.792,-0.015,-13.733,-11.902,7.812
-0.624,-0.788,-0.019,-12.146,-11.230,6.714
-0.634,-0.783,-0.028,-6.592,-8.606,5.127
-0.642,-0.780,-0.022,1.709,-4.761,3.906
-0.632,-0.792,-0.005,10.193,-0.610,3.418
-0.617,-0.796,0.012,15.381,2.136,2.747
-1.477,-0.451,-1.331,302.795,76.477,339.050
-1.848,-0.559,-1.428,347.778,105.530,370.850
-2.092,-0.566,-1.322,371.948,150.879,391.968
-2.167,-0.404,-1.148,375.916,191.223,386.780
-2.230,-0.193,-0.929,369.080,198.792,370.483
-2.353,0.048,-0.710,351.257,184.082,365.784
-2.481,0.329,-0.508,329.407,159.729,379.517
-2.381,0.545,-0.306,320.618,134.216,401.978
-2.107,0.496,-0.376,341.309,100.342,416.443
-1.931,0.487,-0.557,391.968,57.251,407.532
-1.601,0.871,-0.670,436.096,21.240,373.535
-0.850,1.450,-0.670,430.115,-3.113,345.581
-0.087,1.795,-0.606,378.418,-25.452,351.501
0.485,1.926,-0.626,322.998,-60.486,375.671
1.205,2.166,-0.627,288.940,-101.990,382.568
2.307,2.490,-0.536,275.085,-138.672,375.366
3.700,2.533,-0.472,263.916,-174.744,377.563
4.000,2.191,-0.668,244.446,-213.318,377.380
4.000,1.501,-1.048,207.031,-262.207,356.140
4.000,0.598,-1.468,155.334,-290.955,311.707
4.000,-0.055,-1.763,113.098,-257.935,258.667
4.000,-1.112,-1.610,69.275,-159.363,220.459
4.000,-2.161,-1.084,5.981,-27.039,164.673
4.000,-2.292,-0.114,-57.190,97.961,41.321
4.000,-1.474,0.812,-123.718,186.401,-127.869
4.000,-0.342,1.371,-190.979,200.012,-276.184
4.000,0.630,1.306,-240.601,140.381,-363.464
3.837,1.251,0.874,-254.700,52.795,-389.099
3.026,1.583,0.331,-224.487,-15.564,-379.883
2.315,1.581,-0.090,-167.725,-30.945,-359.924
1.743,1.410,-0.332,-112.549,-5.859,-339.600
1.308,1.215,-0.381,-72.632,32.532,-326.660
1.035,0.981,-0.331,-49.927,61.829,-321.655
0.823,0.717,-0.275,-44.739,67.078,-326.660
0.593,0.512,-0.297,-63.843,52.551,-338.562
0.359,0.376,-0.363,-98.938,29.480,-353.149
0.152,0.255,-0.449,-137.390,3.052,-367.004
-0.058,0.137,-0.618,-176.941,-21.484,-374.023
-0.288,0.130,-0.832,-209.656,-43.396,-372.375
-0.604,0.149,-1.085,-240.112,-60.669,-350.342
-1.069,0.057,-1.377,-269.958,-59.998,-313.782
-1.491,-0.005,-1.532,-268.494,-39.551,-282.104
-1.727,0.033,-1.504,-226.868,-2.258,-258.667
-1.658,0.040,-1.346,-161.987,51.208,-239.441
-1.703,-0.151,-1.194,-94.177,102.539,-224.976
-1.371,0.053,-1.137,-46.326,135.071,-212.280
-1.292,0.046,-1.065,-19.287,162.170,-192.139
-1.296,-0.045,-0.942,-9.033,149.658,-187.500
-1.489,-0.082,-0.963,-20.386,135.742,-176.453
-1.623,-0.161,-0.937,-46.814,115.479,-151.917
-1.690,-0.166,-0.964,-78.613,94.421,-127.869
-1.610,-0.173,-0.998,-104.065,80.322,-108.765
-1.506,-0.184,-1.003,-115.417,70.801,-98.633
-1.331,-0.198,-0.946,-113.403,66.345,-97.412
-1.132,-0.247,-0.847,-107.361,69.702,-95.764
-0.980,-0.354,-0.670,-99.426,74.219,-91.003
-0.849,-0.457,-0.483,-94.727,71.289,-86.243
-0.775,-0.571,-0.352,-95.337,60.608,-82.581
-0.728,-0.649,-0.288,-98.511,43.701,-80.383
-0.674,-0.604,-0.275,-102.417,24.719,-79.224
-0.613,-0.489,-0.293,-104.553,8.972,-72.449
-0.625,-0.421,-0.319,-102.051,-1.404,-53.894
-0.676,-0.451,-0.325,-92.896,-5.737,-29.358
-0.656,-0.556,-0.300,-74.219,-5.249,-9.949
-0.587,-0.714,-0.281,-47.974,-3.540,0.244
-0.504,-0.887,-0.267,-21.240,-2.441,3.723
-0.446,-1.015,-0.255,-1.953,-3.418,1.282
-0.441,-1.078,-0.258,6.409,-4.578,-3.845
-0.458,-1.090,-0.251,5.737,-4.272,-9.521
-0.479,-1.058,-0.274,-0.488,-3.906,-16.174
-0.460,-0.987,-0.277,-7.996,-2.686,-20.691
-0.451,-0.919,-0.295,-17.944,-3.174,-18.311
-0.480,-0.905,-0.311,-28.564,-3.296,-9.705
-0.471,-0.920,-0.285,-36.621,-2.258,-2.563
-0.421,-0.937,-0.258,-40.833,-2.258,1.038
-0.375,-0.957,-0.249,-42.236,-3.784,2.869
-0.373,-0.978,-0.258,-42.419,-5.737,3.784
-0.382,-1.019,-0.253,-40.710,-6.653,1.526
-0.385,-1.040,-0.241,-37.292,-5.859,-5.432
-0.384,-1.026,-0.227,-37.598,-3.723,-14.282
-0.403,-0.988,-0.218,-39.063,-0.610,-20.203
-0.437,-0.937,-0.222,-38.208,2.625,-22.522
-0.455,-0.888,-0.235,-34.607,6.042,-21.729
-0.484,-0.857,-0.243,-30.518,9.705,-17.883
-0.503,-0.836,-0.242,-26.123,13.550,-12.695
-0.504,-0.806,-0.234,-22.217,16.846,-8.118
-0.494,-0.806,-0.227,-17.334,18.799,-4.883
-0.473,-0.813,-0.216,-12.329,19.226,-2.808
-0.478,-0.820,-0.207,-9.338,17.517,-2.319
-0.485,-0.810,-0.198,-9.094,15.808,-1.831
-0.482,-0.821,-0.190,-9.338,15.015,-0.305
-0.486,-0.851,-0.182,-9.399,14.160,0.366
-0.474,-0.881,-0.180,-8.789,11.292,-2.625
-0.468,-0.905,-0.182,-9.766,7.751,-6.775
-0.469,-0.912,-0.179,-11.230,5.249,-9.460
-0.466,-0.914,-0.170,-11.780,3.113,-9.949
-0.453,-0.916,-0.162,-10.742,0.793,-9.155
-0.439,-0.916,-0.182,-8.728,-2.075,-7.446
-0.455,-0.916,-0.201,-5.981,-4.028,-5.859
-0.469,-0.928,-0.209,-3.845,-3.906,-5.859
-0.464,-0.931,-0.209,-2.808,-1.770,-6.897
-0.460,-0.915,-0.201,-3.174,0.732,-7.690
-0.466,-0.898,-0.198,-3.784,2.380,-7.080
-0.470,-0.880,-0.195,-3.601,3.296,-5.859
-0.471,-0.868,-0.194,-3.174,3.418,-3.723
-0.461,-0.880,-0.192,-1.404,2.747,-1.831
-0.457,-0.909,-0.198,1.038,0.488,-2.319
-0.465,-0.903,-0.211,1.587,-2.380,-3.601
-0.474,-0.880,-0.222,1.892,-3.967,-3.967
-0.469,-0.875,-0.219,3.723,-4.395,-3.357
-0.450,-0.888,-0.228,5.615,-4.456,-1.343
-0.454,-0.872,-0.260,7.263,-4.089,-0.549
-0.467,-0.841,-0.298,9.460,-2.197,-0.183
-0.499,-0.819,-0.308,12.268,3.296,1.526
-0.500,-0.824,-0.293,14.587,10.620,2.930
-0.481,-0.821,-0.271,16.663,16.602,3.967
-0.480,-0.821,-0.258,18.738,19.409,5.920
-0.483,-0.830,-0.248,20.630,19.409,7.629
-0.471,-0.854,-0.242,22.278,17.395,8.057
-1.322,-0.844,-0.549,183.533,-14.709,195.679
-1.276,-0.779,-0.569,184.204,-20.874,193.237
-1.172,-0.701,-0.566,177.246,-22.522,190.735
-1.068,-0.580,-0.550,165.039,-23.254,189.026
-0.966,-0.448,-0.549,153.992,-24.719,188.354
-0.920,-0.364,-0.555,148.254,-25.818,190.796
-1.000,-0.291,-0.596,150.696,-28.809,200.012
-1.066,-0.204,-0.621,161.987,-31.067,213.684
-1.075,-0.187,-0.633,179.504,-30.640,228.821
-1.027,-0.173,-0.644,199.036,-31.311,245.728
-0.932,-0.160,-0.637,217.041,-32.532,259.766
-0.786,-0.099,-0.592,225.159,-35.217,267.700
-0.562,0.023,-0.542,224.854,-39.551,270.874
-0.298,0.156,-0.517,220.825,-44.739,269.409
-0.039,0.280,-0.506,218.994,-50.537,262.085
0.225,0.443,-0.490,217.285,-54.077,254.700
0.479,0.542,-0.494,211.304,-52.673,249.146
0.807,0.651,-0.492,197.266,-45.654,245.361
1.155,0.701,-0.455,175.659,-38.025,240.234
1.489,0.692,-0.377,150.085,-36.316,228.394
1.802,0.732,-0.258,124.268,-46.509,210.144
1.979,0.896,-0.211,97.839,-68.420,190.002
2.191,0.970,-0.286,73.303,-98.328,171.448
2.473,0.982,-0.471,47.302,-123.901,161.560
2.685,0.945,-0.758,19.409,-138.245,166.260
2.790,0.705,-1.116,0.183,-135.498,182.861
2.703,0.321,-1.427,9.583,-108.704,200.439
2.548,-0.108,-1.608,49.805,-55.725,200.378
2.387,-0.505,-1.588,102.661,7.690,176.392
2.219,-0.858,-1.344,132.080,70.313,135.010
2.100,-1.024,-0.954,116.089,117.432,79.773
2.025,-0.980,-0.567,62.805,131.836,16.663
1.889,-0.872,-0.259,-13.000,118.103,-40.405
1.752,-0.685,-0.081,-93.994,83.191,-89.783
1.653,-0.397,-0.100,-160.522,33.569,-127.808
1.535,-0.172,-0.212,-197.754,-20.447,-148.743
1.447,0.063,-0.391,-204.651,-66.895,-158.508
1.349,0.238,-0.648,-191.345,-90.088,-152.893
1.259,0.271,-0.867,-160.767,-89.783,-141.724
1.226,0.137,-0.978,-117.188,-66.895,-135.742
1.175,0.094,-1.014,-69.275,-33.081,-145.264
1.152,0.133,-0.946,-31.921,6.836,-166.443
1.170,0.188,-0.837,-16.785,45.166,-189.941
1.175,0.200,-0.715,-21.545,71.228,-206.421
1.155,0.216,-0.625,-37.109,81.360,-215.454
1.125,0.202,-0.571,-54.443,77.759,-218.994
1.083,0.105,-0.558,-67.200,67.261,-219.849
1.035,-0.042,-0.608,-75.989,54.443,-223.083
0.939,-0.146,-0.652,-85.449,43.274,-231.018
0.880,-0.180,-0.624,-102.905,39.612,-241.150
0.817,-0.202,-0.584,-128.662,32.593,-250.610
0.754,-0.209,-0.546,-157.227,17.090,-254.333
0.656,-0.290,-0.576,-182.251,-2.869,-248.840
0.428,-0.387,-0.683,-196.960,-25.330,-242.126
0.215,-0.437,-0.744,-203.125,-47.363,-243.225
0.104,-0.507,-0.802,-203.125,-61.340,-249.878
0.065,-0.569,-0.842,-197.693,-64.758,-256.958
0.048,-0.623,-0.868,-190.430,-60.913,-264.709
0.092,-0.683,-0.867,-187.683,-52.002,-272.949
0.109,-0.661,-0.855,-194.702,-39.490,-282.349
0.056,-0.599,-0.800,-208.618,-30.884,-290.039
-0.058,-0.594,-0.757,-221.924,-29.175,-288.513
-0.189,-0.598,-0.683,-229.858,-30.151,-278.137
-0.296,-0.611,-0.623,-228.821,-32.959,-267.090
-0.373,-0.654,-0.572,-220.215,-40.466,-258.911
-0.414,-0.676,-0.557,-206.299,-50.049,-254.395
-0.431,-0.647,-0.566,-189.758,-55.969,-249.573
-0.474,-0.555,-0.590,-167.480,-54.993,-241.882
-0.522,-0.434,-0.633,-138.000,-48.096,-231.445
-0.640,-0.352,-0.706,-104.248,-33.447,-215.942
-0.802,-0.324,-0.750,-69.885,-10.803,-195.740
-0.963,-0.325,-0.759,-40.100,13.367,-171.509
-1.060,-0.350,-0.705,-15.503,38.513,-145.081
-1.047,-0.429,-0.598,3.235,61.890,-120.483
-0.947,-0.545,-0.472,13.062,79.163,-100.281
-0.860,-0.638,-0.363,8.118,86.060,-85.938
-0.818,-0.677,-0.275,-8.118,82.581,-77.637
-0.811,-0.647,-0.228,-30.884,72.205,-75.500
-0.806,-0.597,-0.215,-54.626,58.960,-77.881
-0.826,-0.509,-0.217,-73.364,46.936,-80.200
-0.876,-0.413,-0.232,-84.656,36.438,-78.857
-0.957,-0.356,-0.267,-87.585,29.114,-71.777
-1.063,-0.367,-0.300,-80.750,26.184,-58.716
-1.109,-0.402,-0.287,-66.711,29.968,-43.823
-1.089,-0.459,-0.244,-50.232,38.208,-29.785
-1.002,-0.548,-0.183,-34.424,45.044,-19.470
-0.921,-0.658,-0.130,-21.973,46.448,-11.902
-0.896,-0.745,-0.098,-16.052,42.603,-8.179
-0.872,-0.805,-0.071,-16.052,36.987,-8.057
-0.844,-0.833,-0.052,-19.165,31.433,-9.338
-0.829,-0.842,-0.032,-22.888,25.024,-10.620
-0.822,-0.842,-0.022,-25.330,18.311,-10.071
-0.806,-0.842,-0.011,-25.146,11.169,-8.118
-0.794,-0.836,-0.016,-22.400,3.662,-5.066
-0.774,-0.815,-0.036,-17.151,-3.784,-0.916
-0.744,-0.825,-0.058,-8.911,-9.521,4.700
-0.702,-0.881,-0.088,0.793,-13.550,9.888
-0.672,-0.941,-0.111,9.827,-15.015,11.536
-0.651,-0.988,-0.136,15.015,-14.648,7.568
-0.634,-0.985,-0.157,16.235,-11.719,-0.244
-0.627,-0.944,-0.160,14.709,-7.812,-9.338
-0.628,-0.881,-0.157,12.085,-3.845,-15.381
-0.625,-0.815,-0.147,8.850,0.061,-17.090
-0.612,-0.787,-0.118,6.470,2.563,-15.686
-0.593,-0.781,-0.083,4.333,2.441,-12.878
-0.583,-0.763,-0.059,1.343,-1.038,-9.521
-0.569,-0.737,-0.049,-1.953,-6.714,-5.737
-0.548,-0.741,-0.057,-3.967,-12.878,-0.671
-0.515,-0.770,-0.085,-4.883,-16.846,4.272
-0.509,-0.788,-0.106,-4.211,-18.677,4.639
-0.510,-0.808,-0.125,-2.930,-18.555,0.610
-0.522,-0.794,-0.140,-2.380,-15.259,-3.540
-0.539,-0.782,-0.150,-0.122,-10.132,-5.127
-0.550,-0.806,-0.144,4.089,-3.845,-4.578
-0.534,-0.837,-0.114,7.812,2.686,-3.601
-0.507,-0.869,-0.079,8.362,6.958,-3.662
-0.499,-0.898,-0.049,4.578,6.470,-4.395
-0.511,-0.896,-0.040,-1.770,2.869,-3.906
-0.522,-0.873,-0.045,-7.629,-1.343,-1.953
1.474,0.987,-0.278,175.598,-10.071,144.897
1.737,0.915,-0.343,194.275,-35.095,158.630
1.986,0.866,-0.422,189.453,-60.242,166.992
2.205,0.723,-0.504,158.081,-80.505,175.232
2.295,0.471,-0.693,102.661,-91.919,185.303
2.265,0.270,-0.899,45.654,-92.346,185.608
2.106,0.094,-1.003,12.024,-79.712,172.302
1.955,-0.076,-0.966,9.583,-50.598,148.499
1.827,-0.338,-0.797,28.259,-15.991,119.446
1.758,-0.559,-0.592,47.729,9.766,89.111
1.678,-0.775,-0.396,49.316,19.104,55.176
1.538,-0.879,-0.337,22.888,13.977,23.560
1.279,-0.797,-0.414,-19.897,10.254,1.831
1.086,-0.593,-0.511,-47.302,9.216,-24.048
0.973,-0.293,-0.624,-49.683,12.451,-50.659
0.919,0.012,-0.764,-34.912,17.883,-67.017
0.863,0.238,-0.913,-14.587,24.292,-70.068
0.823,0.385,-1.036,1.587,30.090,-63.110
0.816,0.430,-1.107,8.301,36.865,-54.138
0.851,0.415,-1.116,4.578,42.847,-47.913
0.920,0.350,-1.077,-9.521,45.532,-45.776
0.995,0.260,-1.070,-31.982,45.349,-47.180
1.104,0.129,-1.075,-55.298,42.114,-56.213
1.205,-0.010,-1.136,-78.613,42.480,-74.097
1.310,-0.055,-1.139,-104.675,43.518,-102.051
1.466,-0.034,-1.070,-136.475,43.396,-136.169
1.571,-0.033,-1.029,-176.147,46.997,-168.762
1.507,-0.023,-0.971,-214.233,44.922,-191.528
1.403,0.031,-0.917,-241.272,36.072,-204.407
1.302,0.048,-0.875,-253.723,27.649,-214.539
1.225,-0.013,-0.807,-251.221,21.851,-226.990
1.191,-0.124,-0.743,-241.455,16.235,-238.647
1.143,-0.244,-0.687,-238.586,9.216,-252.869
1.109,-0.331,-0.630,-250.061,-1.343,-271.484
0.993,-0.433,-0.636,-275.818,-16.418,-290.283
0.807,-0.476,-0.694,-308.044,-36.621,-303.955
0.632,-0.485,-0.769,-337.585,-59.814,-315.857
0.486,-0.510,-0.839,-354.797,-81.726,-327.393
0.337,-0.532,-0.885,-353.882,-98.022,-336.609
0.237,-0.512,-0.865,-339.722,-110.046,-347.107
0.194,-0.459,-0.801,-321.106,-115.967,-353.027
